Taxa,ala,arg,asp,gln,glu,Gly,his,ile,leu,lys,met,phe,pro,ser,thr,trp,try,val,Total,ShikFam,AspFam,AspFam_Asp,SerFam,GluFam,GluFam_glu,BCAA,PyrFam
259,1.384369995,1.147286604,1.116348451,3.036826167,1.085264099,0.566545001,5.233144661,1.479870744,1.800646962,3.204179983,0.784211619,1.047251454,-1.731080147,-0.371621819,0.758547775,0.886767866,0.704150469,1.396875669,0.277338938,0.969003564,1.187308237,1.187308237,0.034145282,0.581168333,1.030394385,1.217787582,0.947199163
267,1.494505345,1.137497627,1.191783862,2.544525019,1.073699159,0.657977012,4.613922097,1.458621052,1.749784928,3.090610883,0.77590276,1.06815262,-1.751664276,-0.294527438,0.758355817,0.879821072,0.716334764,1.389313717,0.275245891,0.976527084,1.239479494,1.239479494,0.192228285,0.607100608,0.931151159,1.194206393,0.979431588
281,1.306477248,1.098575629,1.146288626,2.635137535,1.084829264,0.658167626,4.653390548,1.538652379,1.795538249,2.850962694,0.727963118,1.041019203,-1.467730636,-0.416286868,0.744967204,0.878138142,0.71365232,1.336740028,0.270905813,0.968434818,1.199062883,1.199062883,0.134390784,0.574548803,0.862545347,1.194918162,0.890690685
282,1.392437585,1.126355597,1.175134797,2.857128927,1.085167045,0.661857757,4.777499622,1.455367507,1.719336666,2.964449988,0.776919786,1.052484479,-1.512898745,-0.36712997,0.753504508,0.889840704,0.714102014,1.289363511,0.26758276,0.969570793,1.220325364,1.220325364,0.173892257,0.576997901,0.929703281,1.119086735,0.902808602
321,1.246456941,1.082859017,1.219760303,2.503609134,1.086158068,0.623008764,4.41082972,1.374257675,1.574418508,2.628619691,0.781659643,1.041540442,-1.282317254,-0.213265232,0.769283379,0.915559206,0.72161031,1.276745789,0.251463387,0.959971174,1.272588218,1.272588218,0.194677637,0.567903185,0.809795364,1.056101774,0.825383755
328,1.329117676,1.100824453,1.167950522,2.691946184,1.074850833,0.664398889,5.278719911,1.564572429,1.893903647,2.956266109,0.777388186,1.062365266,-1.781123721,-0.429429737,0.744877292,0.836760368,0.700635374,1.36324742,0.282148478,0.986713718,1.217238539,1.217238539,0.127381153,0.603932793,0.918226528,1.240919929,0.914152658
334,1.332370529,1.0994197,1.116739101,2.869846533,1.084174875,0.541485845,4.59386881,1.476229658,1.752484224,2.737519049,0.766027334,1.046639834,-1.557778198,-0.476800498,0.78654404,0.875043022,0.715679793,1.337267663,0.273216356,0.971189895,1.205151448,1.205151448,-0.041796091,0.576901017,0.905760486,1.168635703,0.900507787
357,1.194736116,1.094921206,1.154527623,2.591848777,1.085527938,0.646152156,4.580577494,1.461138535,1.814542231,2.937822288,0.735612516,1.050025585,-1.314806596,-0.355510066,0.746181387,0.866864922,0.722090411,1.28832733,0.267432318,0.975130343,1.210659086,1.210659086,0.140523212,0.57133968,0.836959864,1.143108991,0.837295215
362,1.737334804,1.199028153,1.116498372,3.169223453,1.075072517,0.563894012,6.175126674,1.540875926,1.917509164,3.352935873,0.726203858,1.072554047,-1.80708877,-0.762525205,0.748015231,0.886638925,0.682663663,1.427663162,0.298586218,0.97812859,1.178321631,1.178321631,-0.196205879,0.614562129,1.146335562,1.284847758,1.097756236
366,1.238662531,1.101855507,1.178874202,2.67878264,1.079812292,0.651696996,4.474257853,1.465859079,1.734934632,2.800640605,0.798012475,1.057818073,-1.438858339,-0.391664103,0.777008348,0.886173504,0.704889904,1.36340694,0.266474189,0.974125308,1.243393548,1.243393548,0.24130458,0.587229222,0.873156588,1.178806212,0.873450208
373,1.713387593,1.154955532,1.164418335,3.113233076,1.079997021,0.593771604,5.33999925,1.535923059,1.822914395,3.316560377,0.750715314,1.064267654,-1.663420827,-0.442540059,0.772255843,0.895590647,0.694880913,1.404446021,0.276018459,0.974142793,1.231895378,1.231895378,0.018974043,0.595827171,1.035632764,1.249148082,1.066153536
374,1.653288552,1.142221496,1.133607428,3.054190821,1.076412594,0.54641828,5.297601093,1.534639685,1.878977054,3.189643447,0.767260256,1.064649065,-1.814197425,-0.704195764,0.744946567,0.88061745,0.708758002,1.421376007,0.292030786,0.97603172,1.193652444,1.193652444,-0.21755372,0.605020024,1.020328988,1.271026523,1.062848544
378,1.689912767,1.144701468,1.105743751,3.056044897,1.073086094,0.577480131,5.908568546,1.474796469,1.854399863,3.104495059,0.756298035,1.059336749,-1.70283713,-0.553383786,0.734322233,0.874909817,0.700057452,1.4024637,0.294693119,0.976374949,1.171506733,1.171506733,-0.059513481,0.614011192,1.024358051,1.231498076,0.955779613
379,1.172075633,1.056274276,1.18830437,2.008377853,1.079971891,0.740904088,4.198761983,1.407280593,1.583567212,2.31472398,0.802152398,1.063927306,-1.241337083,-0.111695759,0.775072786,0.900693715,0.720936829,1.291752741,0.253944359,0.970186141,1.255672088,1.255672088,0.396238171,0.569525203,0.699265895,1.078010693,0.803199024
380,1.486531677,1.088134398,1.208885229,2.61612784,1.084168468,0.543468078,4.52826095,1.426255042,1.714444666,2.922550357,0.783176047,1.05123238,-1.545594869,-0.320146118,0.764942865,0.856387608,0.706658187,1.345961301,0.26363034,0.977706383,1.26000179,1.26000179,0.030340777,0.5754805,0.846428671,1.147043411,0.949273447
383,1.358154992,1.14800761,1.181621808,2.462040462,1.07543281,0.659915371,4.316994463,1.503146159,1.803833305,3.03207307,0.763552286,1.058640381,-1.595826501,-0.392467372,0.7620979,0.872018471,0.703435953,1.359420942,0.276474333,0.978596662,1.230472776,1.230472776,0.150055024,0.600965658,0.906808039,1.195637338,0.918788382
386,1.365306802,1.116552589,1.175500093,2.876253353,1.080548198,0.603159411,4.822146013,1.406032002,1.694485354,2.888413485,0.761728684,1.053981347,-1.242445554,-0.434255493,0.779460925,0.88641987,0.716149797,1.326439522,0.266137516,0.972725424,1.246733772,1.246733772,0.03250537,0.580556607,0.875741353,1.127355206,0.905256936
390,1.346899597,1.156215712,1.141673891,2.797828542,1.08272101,0.557801541,5.064513308,1.438544889,1.698083796,3.123284244,0.775475214,1.054626111,-1.495313103,-0.337626472,0.756017096,0.898546227,0.70469502,1.336371918,0.276419504,0.968950496,1.201615948,1.201615948,0.04093814,0.586376154,0.975606027,1.142289517,0.90146532
392,1.504927698,1.177184451,1.158995694,2.935123439,1.078185305,0.561379123,5.313539172,1.403161374,1.72594842,2.989470013,0.719780791,1.055878242,-1.594345235,-0.575780352,0.757024528,0.898080537,0.705147732,1.347882356,0.28105681,0.969076175,1.218672002,1.218672002,-0.103342035,0.601672815,1.051381328,1.143505573,0.961340279
641,1.562210852,1.191338006,1.167122208,2.879120327,1.074723792,0.682715043,4.919436058,1.517039787,1.789929437,3.075617351,0.782396141,1.049426296,-1.686338154,-0.358162253,0.748756311,0.948925518,0.711897272,1.376077436,0.274683946,0.954612535,1.220321968,1.220321968,0.193444804,0.612686979,1.076862142,1.213908104,0.999316732
957,1.450200171,1.123579493,1.234616345,2.652145828,1.083116157,0.662089747,4.834434764,1.423552017,1.685707385,2.671363914,0.806620297,1.052619747,-1.537611801,-0.181400378,0.770745311,0.882353662,0.719371258,1.307066855,0.256132178,0.969042385,1.280408223,1.280408223,0.264529416,0.580275853,0.898350832,1.1179047,0.919074184
1716,1.727306915,1.165557654,1.090777963,3.224010302,1.065071739,0.542582311,5.192229135,1.597650343,1.979253556,3.51559879,0.753597333,1.063259633,-1.665269573,-0.709808151,0.754188519,0.890411295,0.668756155,1.595223287,0.314128853,0.976367442,1.164348299,1.164348299,-0.225818154,0.640045205,1.052245854,1.435830787,1.183422228
1859,1.454730582,1.143633554,1.117784398,3.024522487,1.06985552,0.631002894,5.932699575,1.605336341,1.919108259,3.289534632,0.763521996,1.058838001,-1.486060972,-0.482756357,0.774200101,0.930760015,0.70803478,1.452087033,0.287099855,0.961910234,1.195896299,1.195896299,0.0631952,0.622120401,0.992885266,1.323169247,1.006789824
1867,1.497652217,1.139428792,1.166698416,3.023890296,1.074800031,0.573788843,5.452462971,1.512068791,1.788134851,3.048927124,0.770477307,1.060677076,-1.758934714,-0.456616062,0.767903664,0.881159918,0.704257018,1.399589572,0.28047047,0.975169758,1.229280629,1.229280629,-0.022605941,0.610008204,1.014310281,1.230716849,0.99288279
1925,1.406779546,1.130271646,1.170571487,2.831020496,1.07496999,0.649073284,4.262304871,1.461612302,1.748443129,3.02253215,0.781489125,1.05649814,-1.441226073,-0.270909028,0.763528732,0.910180181,0.70304271,1.350028588,0.271228859,0.965824496,1.233843426,1.233843426,0.197979865,0.602371124,0.906817947,1.171005996,0.935059619
2057,1.586405676,1.168158367,1.14187491,2.85487938,1.07183078,0.587726849,5.614446947,1.49011706,1.722472836,3.236007197,0.780442868,1.054764131,-1.414764046,-0.447068333,0.758752279,0.896781236,0.699289317,1.404954342,0.286800014,0.968388816,1.205383142,1.205383142,0.014762003,0.616451364,0.993259222,1.208796557,1.007529139
2150,1.519984129,1.164354211,1.160583458,2.78853776,1.069493725,0.574427003,5.356274235,1.512420298,1.726611752,3.265908597,0.773018225,1.052904048,-1.490768569,-0.526891209,0.76214872,0.8980453,0.712152542,1.447908724,0.28859682,0.96874693,1.216138814,1.216138814,-0.058666549,0.622235599,0.975975943,1.24154804,1.008014107
2187,1.487385711,1.098977669,1.157290851,2.536567419,1.079657105,0.710042141,4.736109131,1.398976044,1.677589865,2.873707237,0.793485268,1.057203813,-1.494400536,-0.306014865,0.784390268,0.887798594,0.69949818,1.310599919,0.261576101,0.975042804,1.239642343,1.239642343,0.248701572,0.600337125,0.937364995,1.111822657,0.934151666
2274,1.28882064,1.110744734,1.21224816,2.73304715,1.087765865,0.597192867,4.837446557,1.470862803,1.717311517,2.754795083,0.777911758,1.043544626,-1.903548077,-0.278529663,0.764180031,0.901180507,0.721658377,1.342894311,0.258269537,0.964874701,1.257910741,1.257910741,0.133071958,0.570725264,0.934310923,1.160870709,0.875614731
2290,1.473496235,1.132672123,1.111086803,3.309586809,1.081697016,0.599003549,5.171609672,1.427882086,1.762620265,3.081750732,0.779596651,1.050976363,-1.695502057,-0.448756174,NaN,0.867897782,0.707577403,1.384108629,0.290159444,0.97357485,1.151599577,1.151599577,0.02420299,0.589495432,0.99714969,1.184926348,0.974716743
4802,1.332514949,1.071066966,1.177572124,2.479654255,1.086186873,0.678320428,3.978875339,1.398580541,1.676623546,2.568508003,0.784385731,1.039297445,-1.201348823,NaN,0.772206988,0.86513235,0.73907562,1.265907403,0.25465731,0.971193238,1.246755559,1.246755559,0.420774423,0.562597095,0.7949572,1.083255053,0.863423193
5056,1.715292449,1.149175514,1.154472352,2.955703946,1.073647145,0.633930532,4.715045398,1.5633933,1.884742155,3.195997748,0.76717529,1.068053469,-1.677374755,-0.509858082,0.763741082,0.895729954,0.689852998,1.41528813,0.284469471,0.973502485,1.213822439,1.213822439,0.050611199,0.608912462,0.952715415,1.277480444,1.080649378
5116,1.430276744,1.111377107,1.167973986,2.995830877,1.086046898,0.674135813,4.442657935,1.430867726,1.70548815,3.093016122,0.770189996,1.045926892,-1.600753994,-0.397910971,0.763968009,0.879355063,0.724302406,1.332876278,0.266360039,0.970557709,1.226360953,1.226360953,0.162018856,0.571757634,0.902201268,1.141530457,0.930573068
5122,1.458144121,1.150746822,1.144477815,2.754311994,1.079636481,0.588333814,4.640560536,1.42150292,1.69673757,3.048927124,0.770477307,1.058850956,-1.501044114,-0.336138636,0.773857953,0.904770244,0.709607656,1.344934394,0.2730482,0.968366362,1.226896605,1.226896605,0.077392122,0.59302655,0.954036263,1.143201745,0.944255821
5158,1.37714579,1.134081206,1.206906477,2.308582405,1.082045581,0.602247869,4.559216058,1.400078966,1.716435653,2.889261524,0.775558835,1.056554612,-1.47927714,-0.350035197,0.781003946,0.899669098,0.709519938,1.325420162,0.260446555,0.969990208,1.263072479,1.263072479,0.094083879,0.582110926,0.88071739,1.127090668,0.911805266
5160,1.430445194,1.106838765,1.170616335,2.509198666,1.074782314,0.626062762,3.890985512,1.415420563,1.715309107,2.801455249,0.770207963,1.046005431,-1.739747896,-0.210961445,0.768816154,0.883676043,0.725586689,1.345176389,0.273316818,0.969298917,1.231137703,1.231137703,0.2062389,0.598802275,0.863223706,1.14303816,0.928558415
5202,1.452981039,1.12312813,1.125577082,2.984138422,1.076229835,0.628647412,4.96428545,1.497259369,1.772220788,3.183351104,0.777794498,1.05199033,-1.707944646,-0.359327367,0.745915019,0.888385142,0.69155383,1.461234687,0.288541456,0.973033235,1.180061745,1.180061745,0.123772157,0.602811796,0.96100674,1.26188068,0.993983224
5207,1.24632268,1.12799556,1.107024255,2.727894026,1.077890698,0.712172968,5.215265687,1.474953174,1.731399796,3.166052534,0.777183541,1.047651442,-1.830757721,-0.495427886,0.766848959,0.863827646,0.712265608,1.320453976,0.27920351,0.971265652,1.187008375,1.187008375,0.184433187,0.597762869,0.973427526,1.15137177,0.845060282
5232,1.264194533,1.006028652,1.102065634,NaN,1.08004315,0.60752671,2.711616093,1.498805042,1.64453181,NaN,NaN,1.05409734,-1.422164537,-0.566928142,NaN,0.916879029,0.750445441,1.392338062,0.237723966,0.95226195,1.232885399,1.232885399,-0.020150948,NaN,0.637419924,1.180352821,0.875255129
5245,1.425002783,1.117583242,1.156994659,2.704982435,1.084371363,0.592467492,5.39274068,1.47834281,1.816877997,3.021613506,0.778040068,1.04565118,-1.640929125,-0.401696324,0.751925192,0.896342658,0.705397482,1.342595934,0.273243638,0.967614452,1.211614455,1.211614455,0.045307218,0.579946791,0.938295868,1.185791531,0.944932492
5264,1.340818507,1.157772318,1.120318171,2.776972607,1.080618435,0.675493272,4.628157566,1.467053518,1.724383542,2.7262007,0.783387773,1.054029607,-1.675187263,-0.423818764,0.778946381,0.889344826,0.702087084,1.365701076,0.276766726,0.972161175,1.204880961,1.204880961,0.167477744,0.592548418,1.000982929,1.176991062,0.912031883
5341,1.258282159,1.128834819,1.116939881,2.789904676,1.082953431,0.654625862,5.133673949,1.46342778,1.729639185,3.176360041,0.787313241,1.044123565,-1.778422049,-0.382057267,0.74508987,0.896061156,0.717231649,1.309055958,0.274607595,0.963300259,1.182224873,1.182224873,0.147903918,0.585138564,0.970903062,1.141183363,0.863460745
5380,1.207308479,1.094065276,1.158463813,2.4519756,1.08772531,0.671976055,3.631234499,1.3240679,1.621905516,2.621908988,0.782124042,1.043781288,-1.23745479,-0.169522137,0.750013713,0.930705456,0.71542274,1.217782075,0.253403522,0.957241588,1.226151213,1.226151213,0.267149897,0.562073612,0.794813385,1.01776394,0.797417341
5381,1.19560094,1.084462022,1.140998353,2.565841791,1.087693309,0.61496379,3.471497251,1.320109511,1.611549158,2.760484794,0.76716394,1.039782823,-1.422441313,-0.196762911,0.752555868,0.907607684,0.735275563,1.224319278,0.260159452,0.959203192,1.207354685,1.207354685,0.199127086,0.563201746,0.800168161,1.015908274,0.788524114
5565,1.221397875,1.127443066,1.121652138,2.86196906,1.079280713,0.618842117,5.052950405,1.485717194,1.74210802,2.95934991,0.751327013,1.043747891,-1.543619333,-0.417308991,0.751381682,0.893957907,0.71184172,1.339892506,0.279174915,0.964846677,1.184594643,1.184594643,0.080987483,0.593607309,0.946810534,1.169748285,0.854748296
5606,1.649379224,1.147333906,1.149736507,2.92596205,1.075666982,0.584734888,5.293429329,1.395915832,1.698126272,3.100403868,0.772914045,1.052814552,-1.723269529,-0.441375526,0.756460991,0.899841741,0.704652803,1.358463949,0.284027065,0.967801978,1.210998427,1.210998427,0.010098556,0.607440412,1.008360471,1.140782865,0.996782
5742,1.631465313,1.121603212,1.144761827,2.86761681,1.078051555,0.624210807,4.659425503,1.487879329,1.797252,3.184594109,0.768114875,1.050159386,-1.443789851,-0.450014248,0.775918922,0.89836167,0.718817703,1.391591958,0.276402413,0.966823866,1.221263245,1.221263245,0.060880051,0.594133063,0.912275657,1.216956036,1.030705375
5753,1.482697964,1.115815407,1.136458543,2.91984758,1.081467342,0.479981837,4.82058822,1.437702047,1.743344779,2.865960203,0.783731073,1.044841379,-1.426860286,-0.394172053,0.751400857,0.874916242,0.695699017,1.358996993,0.280149263,0.973407654,1.200763895,1.200763895,-0.079140574,0.586261208,0.921979554,1.165992634,0.961048833
5785,1.553919962,1.139516947,1.118968215,3.018972451,1.072291664,0.593771604,5.33999925,1.571440187,1.867190516,3.316560377,0.764361463,1.056121621,-1.802144031,-0.580245933,0.746549552,0.890782421,0.700316984,1.47437133,0.299392221,0.972508493,1.174490346,1.174490346,-0.060186967,0.61761873,1.018285196,1.322370077,1.053285796
5805,1.335820627,1.12367382,1.151376677,2.423107304,1.075173894,0.63948156,4.414332693,1.400512686,1.666663607,2.755216995,0.778686564,1.054151433,-1.314689327,-0.274147973,0.759125042,0.895836448,0.726336666,1.322879875,0.273322192,0.966855367,1.21466464,1.21466464,0.186821472,0.594838103,0.851649515,1.11517627,0.889683994
5832,1.412880565,1.095127283,1.180977525,2.803316626,1.078439265,0.586448564,4.451783495,1.380463231,1.670784664,2.790738447,0.77746892,1.050302319,-1.326944109,-0.231922422,0.784663052,0.911297207,0.713854865,1.360277019,0.264579082,0.965426532,1.252239405,1.252239405,0.141247547,0.585599149,0.830007687,1.13151364,0.93229092
5837,1.581832971,1.130164806,1.14062557,2.704633314,1.074705928,0.647278582,5.431278388,1.551997179,1.81030998,3.091735233,0.756156911,1.04892825,-1.501527718,-0.648770357,0.77109172,0.960666924,0.694283586,1.391691187,0.278360936,0.952846674,1.205260007,1.205260007,0.01121384,0.603911658,0.937497496,1.241890812,1.015075852
5887,1.324648802,1.10289375,1.171253368,2.910833795,1.089607411,0.640937372,4.763764879,1.394345134,1.650797249,3.088373077,0.803734327,1.037637162,-1.566665892,-0.447968179,0.760799467,0.915607816,0.734241418,1.308595511,0.260153806,0.957990233,1.228459192,1.228459192,0.098815283,0.565452185,0.904916144,1.100898152,0.867870977
5896,1.342462359,1.114191487,1.163755585,2.894919125,1.086392926,0.794648411,4.267220369,1.364987479,1.665378983,3.034285862,0.789403838,1.041064765,-1.475412011,-0.367783043,0.776399866,0.892872362,0.722774371,1.255206518,0.260857025,0.965297961,1.230312338,1.230312338,0.35116748,0.5724793,0.89280369,1.061088629,0.858972322
5987,1.236362577,1.095561514,1.219962749,2.447086832,1.094788971,0.707409664,4.042920798,1.411066979,1.688608258,2.765549625,0.797755355,1.04487374,-1.541575935,-0.23106685,0.75337964,0.913916401,0.743583411,1.275505086,0.24689892,0.961158997,1.26266493,1.26266493,0.284261892,0.54928863,0.837425192,1.094221801,0.838129216
6005,1.147501037,1.027266018,1.169098521,2.50891541,1.088299276,0.774763862,4.022009869,1.386480792,1.65581419,2.641964858,0.787534587,1.032228601,-1.399601802,-0.252314187,0.775713289,0.91770742,0.773340332,1.24908716,0.247862711,0.951601232,1.239052117,1.239052117,0.367595222,0.556695047,0.729959492,1.06317425,0.779899536
6008,1.276306706,1.079826178,1.140879304,2.715496892,1.087253524,0.73283097,4.274186848,1.443697097,1.767146911,2.699723689,0.78975794,1.041348271,-1.555239411,-0.315227361,0.758561563,0.929033931,0.742684942,1.311485217,0.262241805,0.956338731,1.206524395,1.206524395,0.275878934,0.568309571,0.846872934,1.144690267,0.867613773
6020,1.490863052,1.092011049,1.153568985,2.8129079,1.075599141,0.652208435,3.695840238,1.362887134,1.643398608,2.892496767,0.785130926,1.060224829,-1.687341756,-0.17469389,0.753454796,0.900339269,0.715302989,1.350503459,0.274767484,0.968916848,1.209899005,1.209899005,0.259535337,0.594686944,0.857751805,1.109844342,0.946379859
6042,1.194432211,1.079126139,1.149469105,2.60723199,1.082647042,0.641710998,4.435300883,1.523567553,1.804807463,2.78230345,0.78567983,1.057667842,-1.258478419,-0.075491364,0.751685131,0.879689148,0.718841372,1.327172523,0.267332514,0.974091588,1.207434433,1.207434433,0.30546192,0.575880302,0.805309189,1.18565181,0.843550072
6074,1.305276333,1.101322745,1.172363924,2.756805795,1.074842085,0.653777629,4.340249774,1.393267071,1.639464757,2.698503761,0.806812398,1.053785346,-1.575277061,-0.056901062,0.764042185,0.881696538,0.741155641,1.295490749,0.267127227,0.966379862,1.23350272,1.23350272,0.330698037,0.59964928,0.882805278,1.089444282,0.865909009
6094,1.316714229,1.133237956,1.168029751,2.707374477,1.08289123,0.584364189,4.750360332,1.434074953,1.65229884,2.738539871,0.777794498,1.056096532,-1.547140651,-0.290034369,0.752565907,0.884306174,0.712835582,1.319069042,0.270958556,0.971801161,1.217277071,1.217277071,0.102781957,0.583237017,0.935241626,1.119500503,0.879304341
6100,1.553358017,1.116439967,1.161805044,2.738405069,1.083537603,0.64846267,4.553695972,1.469860917,1.666663607,2.984414498,0.778686564,1.057110835,-1.639401595,-0.333013361,0.758838898,0.898926942,0.713821965,1.339093989,0.270471233,0.968827041,1.217171951,1.217171951,0.168942306,0.580545303,0.918308221,1.145867739,0.962656534
6188,1.390964855,1.102658648,1.182980047,2.692681779,1.080881189,0.655071878,4.615108864,1.564898248,1.833865889,2.835315766,0.768871616,1.046714678,-1.361332171,-0.614194258,0.77179026,0.871069518,0.705820656,1.410961352,0.271242472,0.97498192,1.237734021,1.237734021,0.029355292,0.584357779,0.859382474,1.264771222,0.964011333
6190,1.465845525,1.096241644,1.165204648,2.876253353,1.081576774,0.600140873,4.873473682,1.487209026,1.79329645,2.827977305,0.78052547,1.046909712,-1.626728537,-0.325773966,0.781918935,0.896794672,0.708581037,1.379884373,0.265238867,0.967380612,1.248352091,1.248352091,0.100429773,0.583589515,0.891132636,1.210098048,0.974131722
6194,1.434395521,1.152295088,1.169378112,2.557920607,1.072361671,0.611210228,5.068710266,1.514791245,1.749680174,3.353586114,0.763971947,1.063409471,-1.403906108,-0.449861734,0.778957145,0.854957696,0.695279179,1.443816537,0.278154352,0.983956998,1.234517466,1.234517466,0.043034896,0.600859838,0.880395794,1.24523055,0.979526332
6243,1.139292304,1.088162071,1.140959299,2.788382603,1.091184034,0.687953235,4.356815909,1.395801115,1.655421899,2.838495644,0.780608666,1.036604073,-1.394027413,-0.157482134,0.770766439,0.886082311,0.728568744,1.268304483,0.257258818,0.965922894,1.214355484,1.214355484,0.309529473,0.55819041,0.851404907,1.078333097,0.793896688
6318,1.168220173,1.11158291,1.152333005,2.724912378,1.080388992,0.655168347,4.682315341,1.412569628,1.713896287,3.074207125,0.737451822,1.042090935,-1.568553014,-0.520797763,0.768199767,0.882998088,0.71863942,1.330942917,0.272352672,0.96785948,1.216601594,1.216601594,0.072792322,0.588614402,0.90306696,1.134135214,0.828178416
6413,1.3669176,1.122846861,1.223245207,2.286447587,1.08434631,0.677017749,3.664406938,1.394453254,1.581596169,2.595220749,0.769549934,1.044785649,-1.087684737,-0.257818862,0.777791345,0.891580114,0.724510262,1.281093667,0.250694076,0.965482712,1.276516579,1.276516579,0.249110021,0.564503174,0.78725818,1.06567414,0.872215044
6448,1.254520397,1.09266629,1.148744679,2.698314997,1.08592949,0.67808369,4.526525963,1.394566478,1.588857381,2.908968519,0.834123727,1.043234777,-1.542270252,0.026997153,0.759406641,0.933128764,0.740273072,1.288450378,0.258755994,0.954187514,1.214816681,1.214816681,0.410181638,0.571938584,0.867244712,1.07335845,0.832817617
6449,1.258498294,1.090907885,1.177888885,2.880698481,1.089987618,0.729147068,4.265534919,1.379177348,1.66683094,2.972241226,0.782543602,1.045656004,-1.536490974,-0.191235785,0.753369295,0.88596632,0.716901296,1.256512026,0.257152734,0.968187559,1.229775404,1.229775404,0.342074621,0.562405511,0.866983111,1.065981746,0.833561666
6709,1.484898898,1.105345685,1.090624748,2.976866336,1.07836773,0.622829299,5.376664889,1.564195675,1.842089383,3.296063523,0.768919742,1.05492625,-1.800917935,-0.442695818,0.744166577,0.904687407,0.706062982,1.424809698,0.288673628,0.968569755,1.162451198,1.162451198,0.065034029,0.596152594,0.942910875,1.275428802,1.002559162
6727,1.423753997,1.180320171,1.168862413,2.970466454,1.082639356,0.659182851,5.329384829,1.507403494,1.817594743,3.19839014,0.758708333,1.053820918,-1.593090835,-0.313090901,0.773848264,0.892368335,0.708347388,1.380855768,0.269906582,0.969295769,1.229274453,1.229274453,0.199111154,0.588346043,1.048814957,1.22245815,0.961913962
6729,1.44602618,1.164955485,1.147327179,2.861789565,1.074697587,0.553825737,5.598701275,1.514980935,1.848074562,3.377452163,0.761290057,1.061690472,-1.578421358,-0.619958358,0.764403984,0.894821745,0.698429842,1.423690934,0.284655922,0.968903504,1.213044534,1.213044534,-0.121627979,0.610259045,1.024133628,1.25757104,0.985172731
6730,1.663881034,1.162961457,1.127174914,2.72734939,1.07169859,0.540863429,5.284663689,1.582822598,1.891433779,3.247363615,0.755878012,1.06735162,-1.694967202,-0.570857778,0.768912413,0.866548133,0.700458027,1.469773252,0.297357855,0.981074734,1.194753041,1.194753041,-0.125915961,0.617651519,1.014962674,1.323069508,1.093731841
6744,1.384557919,1.114466248,1.182821673,2.87354873,1.079187395,0.650061542,5.162679645,1.449968529,1.770331011,2.818213135,0.762804615,1.050330681,-1.667621163,-0.3050204,0.736410843,0.891521908,0.70457363,1.327904393,0.272798785,0.969390847,1.226635706,1.226635706,0.173376088,0.593775199,0.946684512,1.157293815,0.9185491
6810,1.529928499,1.138866033,1.104885881,3.286423757,1.077625224,0.531133179,5.994372429,1.597638442,1.847972494,3.397201168,0.761013745,1.038330359,-1.691371834,-0.609009126,0.75838546,0.857509957,0.690872307,1.478671403,0.292013953,0.973881742,1.178653732,1.178653732,-0.164685633,0.602677632,1.032065777,1.323562543,1.044051667
6847,1.284244749,1.167744011,1.205832734,2.397352211,1.086564593,0.627052531,4.775885191,1.44994465,1.762522978,2.750072351,0.762548767,1.041469863,-1.282478473,-0.364171678,0.780286497,0.87230635,0.723411407,1.333701936,0.258677819,0.970172318,1.260626942,1.260626942,0.103931763,0.571203548,0.878914449,1.157338416,0.884452215
6897,1.46978052,1.128317949,1.168259087,2.704866574,1.086373006,0.623445528,4.858214962,1.46439847,1.732236557,3.178458747,0.791203552,1.050350718,-1.641785812,-0.282091171,0.761049172,0.869812461,0.704442472,1.35788209,0.268003225,0.973665532,1.222913992,1.222913992,0.159660271,0.574495843,0.942129113,1.174003804,0.958653017
6898,1.374473546,1.122100735,1.083080042,2.955166858,1.09074447,0.624127648,5.310622822,1.38333208,1.654080228,3.076607181,0.820136357,1.048000018,-1.745603414,-0.216297687,0.770963143,0.891596749,0.714749686,1.282478523,0.267086069,0.968036852,1.180992424,1.180992424,0.193021253,0.564989688,0.972338032,1.081390284,0.876097628
6899,1.348668212,1.116933155,1.162140751,2.832821206,1.082058594,0.620601247,4.937969323,1.613800013,1.885554307,2.778185986,0.773657306,1.050952495,-1.637852669,-0.368608593,0.741224203,0.902560404,0.696134133,1.433018966,0.273340976,0.965569249,1.209581569,1.209581569,0.103647797,0.586076509,0.944282898,1.303082651,0.953788554
6903,1.351701626,1.152619219,1.164291456,3.003950217,1.084873562,0.638688611,4.818484817,1.404640211,1.689416968,3.119074745,0.776028697,1.037958395,-1.607365806,-0.357001413,0.760224118,0.897422197,0.70801867,1.282761412,0.267352357,0.96282661,1.220830774,1.220830774,0.137213631,0.58127772,1.003342439,1.09582665,0.878222267
6904,1.420707302,1.123115859,1.185075247,2.915375878,1.080049943,0.621208512,5.29230607,1.487473606,1.750647409,3.085759643,0.777826807,1.050842629,-1.613385346,-0.393885414,0.765050806,0.896632123,0.710590814,1.369866489,0.271173654,0.967675996,1.23657433,1.23657433,0.087640698,0.592480449,0.951938114,1.192608988,0.945903213
6905,1.274619815,1.095823321,1.230102889,2.522260596,1.089356271,0.692097555,3.8233388,1.475613413,1.789248721,2.65230611,0.807229371,1.046297717,-1.584501764,-0.038788836,0.785532012,0.897891555,0.746506332,1.288085715,0.245796183,0.962116593,1.285178928,1.285178928,0.491249584,0.561333769,0.852316974,1.140274557,0.867192072
