Taxa,ala,arg,asp,gln,glu,Gly,his,ile,leu,lys,met,phe,pro,ser,thr,trp,try,val,Total,ShikFam,AspFam,AspFam_Asp,SerFam,GluFam,GluFam_glu,BCAA,PyrFam
6906,1.212082797,1.141670586,1.157091616,2.612431205,1.078385781,0.606336784,4.752499843,1.472489794,1.804562016,2.935857024,0.761057851,1.037100418,-1.613973422,-0.347678091,0.749931392,0.868014988,0.717330271,1.361976291,0.275166805,0.970451096,1.214566104,1.214566104,0.095108052,0.595872132,0.951847692,1.194632858,0.851343515
6907,1.373651962,1.112666647,1.149061057,2.963332303,1.072151042,0.540943872,4.451093689,1.537407506,1.835057076,3.12863524,0.775322403,1.059249695,-1.507624259,-0.458725298,0.768452017,0.91266029,0.701923252,1.438578752,0.283177743,0.966763476,1.212925819,1.212925819,-0.04651394,0.608999844,0.90535667,1.273853513,0.965918943
6909,1.312433154,1.133854142,1.13866221,2.709067384,1.088177223,0.627197185,4.340132038,1.469097624,1.729353525,2.899851186,0.795642689,1.047461079,-1.690979504,-0.267971439,0.776940334,0.833416428,0.720610201,1.341799151,0.268976511,0.982166004,1.21539369,1.21539369,0.173894541,0.570068336,0.963613629,1.165543149,0.895149553
6910,1.395574621,1.145565645,1.106313952,3.377057583,1.074822449,0.689731568,5.309178748,1.488088199,1.817094395,3.242124146,0.795553068,1.057994677,-1.524544721,-0.469077524,0.746037735,0.905663189,0.705075217,1.393914535,0.288298393,0.968806845,1.174821591,1.174821591,0.156013813,0.609036051,1.01025115,1.221661352,0.954551511
6911,0.921413035,1.038291381,NaN,2.173041999,1.098547644,0.753047016,3.93551931,1.37546578,1.60133527,2.510476393,0.76933655,1.036049973,-1.037167218,-0.032451948,0.806367691,0.871063213,0.760870444,1.189714156,0.227617624,0.964311061,NaN,NaN,0.434266277,0.532619446,0.729237279,1.009619618,0.663668258
6914,1.226428108,1.010106335,1.225199046,2.477459565,1.083504368,0.668643304,3.973519845,1.380692782,1.569821806,2.490770172,0.795058338,1.034324256,-0.993111246,-0.176739078,0.757604046,0.847958025,0.74494974,1.248451328,0.244675325,0.970778356,1.258067767,1.258067767,0.250858123,0.553076526,0.743306787,1.044025566,0.810213323
6916,1.388902395,1.12882241,1.149830222,2.805779623,1.088428263,0.631625578,4.948675876,1.529195481,1.839462012,3.066403727,0.767928166,1.036429381,-1.655555615,-0.48265344,0.755844895,0.870003273,0.704950837,1.386635521,0.270378805,0.968899825,1.206762137,1.206762137,0.056430837,0.570135839,0.957278295,1.238438386,0.954234955
6919,1.590011244,1.125469048,1.139345873,3.16021705,1.077696512,0.631311683,5.8835426,1.389869669,1.691774528,3.421297675,0.80307672,1.049245661,-1.570982301,-0.490946877,0.765194277,0.933152615,0.699297315,1.340324158,0.276989441,0.958290912,1.210078479,1.210078479,0.05616401,0.599995682,0.988598628,1.125944409,0.972653596
6921,1.592008239,1.126324612,1.198954026,3.03117065,1.07961557,0.668953174,4.796086729,1.472947529,1.782938864,2.914892105,0.786632612,1.041686982,-1.506916147,-0.25487413,0.766002374,0.85746183,0.701403019,1.424460786,0.269404955,0.975013686,1.253244767,1.253244767,0.219269825,0.592875425,0.942412597,1.230106847,1.032797079
6924,1.213323362,1.095093187,1.169094563,2.541157667,1.084745643,0.633600808,4.215891443,1.421200409,1.696798985,2.640658701,0.773301355,1.045904252,-1.576038457,-0.028771148,0.762603496,0.92397145,0.721259895,1.285049113,0.259108296,0.958668453,1.228865703,1.228865703,0.32646215,0.574105345,0.856560314,1.10418269,0.825858268
6926,1.488035892,1.15938534,1.136669949,2.971099136,1.075583811,0.648165318,5.834323598,1.577534836,1.946581666,3.0253459,0.771568114,1.055234095,-1.754172843,-0.420142194,0.75718165,0.899379509,0.704765822,1.421195165,0.283949747,0.965983436,1.198391802,1.198391802,0.116818595,0.609403246,1.064611602,1.298876715,1.011791449
6928,1.584892557,1.16425246,1.113110407,3.377263985,1.067087685,0.572631499,6.060499353,1.528988373,1.880959561,3.570650628,0.760830277,1.052127895,-1.561654413,-0.725647071,0.735134085,0.879392355,0.685314219,1.510348103,0.294962552,0.968577138,1.172524741,1.172524741,-0.169309904,0.634176291,1.070366789,1.326420904,1.066576071
6932,1.061222976,NaN,1.109103842,2.303847017,1.094831231,0.714998202,3.506777393,1.336352233,1.567024028,2.405697703,0.841714815,1.031584928,-0.880027932,0.061056982,0.761195208,0.907860405,0.773125119,1.24738187,0.239451344,0.955660594,1.20059858,1.20059858,0.568560842,0.541892654,0.623760165,1.046633874,0.723326334
6933,1.247834715,1.138236477,1.120349743,2.831993775,1.080595576,0.601298305,4.298093296,1.409583688,1.620788403,2.779858078,0.775746503,1.057334781,-1.487718522,-0.391087382,0.750080797,0.883741343,0.72945363,1.340885229,0.267646118,0.969532483,1.200973586,1.200973586,0.067742012,0.587458751,0.905725407,1.115876941,0.840216889
6936,1.483414265,1.125856363,1.175234796,3.040759747,1.085072582,0.616757834,4.663948838,1.471387789,1.78042349,3.09912989,0.775596391,1.051397749,-1.455706911,-0.260830875,0.76363975,0.929898651,0.693425149,1.34042407,0.264541955,0.958634261,1.230409355,1.230409355,0.168888313,0.577013025,0.921261611,1.174721436,0.958276583
6937,1.494761575,1.129738614,1.119980714,3.225097854,1.074112935,0.561014157,5.741194816,1.545357666,1.873736256,3.158370779,0.751756078,1.050245303,-1.633292754,-0.527726191,0.719723683,0.905778754,0.720985701,1.420260308,0.290755071,0.963879369,1.178317157,1.178317157,-0.06962443,0.610668042,0.996476985,1.27411877,1.001426786
6939,1.241238348,1.118872877,1.218320388,2.814199843,1.085051567,0.643003488,4.854608704,1.47067336,1.802738082,3.001942911,0.807977385,1.047348401,-1.286930505,-0.275062064,0.759349858,0.8868096,0.713436921,1.336873473,0.256683735,0.969168932,1.265148366,1.265148366,0.188915737,0.573201042,0.878740432,1.177266143,0.869409273
6940,1.395327317,1.152485836,1.173349176,3.166445122,1.07789031,0.551521374,5.486309164,1.553868241,1.842025792,3.248175349,0.779272095,1.052550312,-2.038912093,-0.504467282,0.751349583,0.8665925,0.691878339,1.445995462,0.284278542,0.978831086,1.220609347,1.220609347,-0.071703131,0.603744302,1.091693593,1.286320246,0.978628156
6942,1.494386924,1.126913779,1.139985483,3.132835242,1.073581739,0.504490881,5.203955555,1.638928624,1.943528431,3.268915421,0.780079888,1.048967409,-1.788902483,-0.371468539,0.754410605,0.868551354,0.704931078,1.459579629,0.291532746,0.976107354,1.197781899,1.197781899,-0.038571237,0.611587731,1.000970017,1.344929652,1.029992135
6943,1.314034724,1.139730647,1.140917337,2.915198248,1.083462892,0.638340681,4.568015032,1.435257723,1.679122493,2.779243518,0.782491179,1.039845202,-1.385597651,-0.210465615,0.739753116,0.888025523,0.723965126,1.333139992,0.272777913,0.966957877,1.195631261,1.195631261,0.210082493,0.581175803,0.923722356,1.13549384,0.885475503
6944,1.414296229,1.121391758,1.136272725,2.950665097,1.071693118,0.636413817,4.63498276,1.50704115,1.798273899,3.069282018,0.76788976,1.061589957,-1.822528123,-0.415424892,0.756745361,0.943222647,0.705378507,1.403375068,0.283510629,0.96021469,1.199080723,1.199080723,0.096994319,0.614997111,0.961449454,1.233731173,0.965268784
6946,1.503260088,1.195074501,1.119874004,3.184958059,1.067463971,0.600259428,6.370099982,1.554594639,1.800579225,3.193113967,0.764524348,1.054033244,-1.725135768,-0.632328867,0.773156275,0.888164976,0.707265923,1.485908675,0.298436476,0.970840162,1.196692264,1.196692264,-0.066221301,0.635197335,1.159938461,1.300064066,1.02823106
6951,1.299267298,1.123392702,1.176582829,2.53816228,1.090345154,0.702953197,4.169490443,1.362531303,1.5836103,2.691597004,0.80227937,1.04233726,-1.391976039,-0.077853354,0.753270377,0.909933227,0.735980179,1.247840471,0.254711024,0.960545896,1.23293271,1.23293271,0.368401077,0.561029805,0.869302107,1.037217429,0.829109298
6953,1.428092105,1.126248352,1.184170883,2.826225285,1.08185545,0.641008482,5.171609672,1.466599613,1.762620265,3.081750732,0.788730824,1.049739505,-1.513956346,-0.250589518,0.753664218,0.899419976,0.71927136,1.335194147,0.268956377,0.966169125,1.225877265,1.225877265,0.202082451,0.585847278,0.933266582,1.164941488,0.938963965
6958,1.169138849,1.080472971,1.18515448,2.571859321,1.08430189,0.683553946,4.153652147,1.413180013,1.693648246,2.656502372,0.78927689,1.036577164,-1.205646184,-0.211107522,0.764475986,0.909246072,0.716967463,1.285808669,0.258457837,0.960711636,1.240607206,1.240607206,0.268789061,0.571675992,0.799764109,1.100655038,0.815989845
6959,1.404470637,1.113270013,1.238508196,2.909523788,1.083136335,0.689161653,4.565268146,1.476060541,1.743812737,2.840195717,0.76006531,1.038247405,-1.739198804,-0.40072179,0.757287139,0.916698943,0.705906976,1.29138959,0.256604966,0.959697475,1.276318928,1.276318928,0.188054662,0.583184598,0.94322277,1.134578289,0.906364928
6961,1.403949288,1.148549925,1.147653104,2.910750741,1.08413195,0.700600111,4.706412907,1.428165082,1.68498896,3.01424553,0.764934855,1.051927037,-1.802305917,-0.336198828,0.756941349,0.932711482,0.727654546,1.3490429,0.264800982,0.948576227,1.209045896,1.209045896,0.233726314,0.583217099,1.004099171,1.143971023,0.919321856
6962,1.439427273,1.093363467,1.155100524,2.504823798,1.08554384,0.660056826,4.052338506,1.412089673,1.630533555,2.923327966,0.764584575,1.047922901,-1.702602749,-0.269825753,0.764104948,0.894295223,0.704260801,1.337871851,0.265732393,0.969258311,1.216807241,1.216807241,0.19805483,0.56844084,0.811342556,1.119236974,0.919884166
6967,1.196854745,1.132669801,1.143119498,2.487220766,1.080471256,0.686851603,4.805045722,1.443507347,1.746415098,2.943997549,0.78608402,1.045749316,-1.48338953,-0.410328554,0.771367883,0.883345786,0.714265952,1.349666158,0.271346578,0.969059683,1.212206637,1.212206637,0.182935231,0.587933744,0.898283726,1.162633859,0.842463283
6968,1.299953778,1.105539752,1.206594846,2.836601067,1.082577138,0.597898409,4.934153203,1.44913329,1.68727125,2.755216995,0.767751607,1.04906701,-1.314689327,-0.411591524,0.772023528,0.884697799,0.720358041,1.330784216,0.260609182,0.968483753,1.258891259,1.258891259,0.044386545,0.578888942,0.865811831,1.140366433,0.880049455
6970,1.168560959,1.117909813,1.192158103,2.440733741,1.081983782,0.695265295,4.745682221,1.339768882,1.609879833,2.810905753,0.775636384,1.050731991,-1.53869236,-0.28995628,0.756924043,0.907528645,0.723095155,1.228604292,0.25973357,0.963792437,1.247145244,1.247145244,0.251286807,0.583124199,0.882733665,1.024776133,0.781985302
6973,1.451986206,1.116267604,1.148975133,2.815970009,1.074339943,0.637518452,5.016694692,1.49727476,1.767208805,2.985758373,0.769954489,1.064048221,-1.407803201,-0.382472066,0.747314253,0.893795991,0.711610375,1.393451074,0.280949245,0.970133778,1.202908448,1.202908448,0.120323819,0.60262806,0.883913346,1.21513178,0.969997608
6976,1.386681882,1.135174114,1.146155727,2.960115477,1.081012759,0.577391123,5.274261964,1.521808873,1.862129814,2.87901184,0.771628191,1.049887536,-1.333731835,-0.544179711,0.758129683,0.899322214,0.681044165,1.389142103,0.276591323,0.969342484,1.212482901,1.212482901,-0.057495497,0.588064211,0.930465614,1.24124725,0.952171576
6977,1.258916131,1.132459724,1.128878219,2.741071275,1.086080704,0.616670618,4.421283959,1.470798957,1.718649944,2.982783205,0.793748715,1.051506825,-1.709304838,-0.24051566,0.768687055,0.818851605,0.715447762,1.348622755,0.273670036,0.987086175,1.200112316,1.200112316,0.171773219,0.575395752,0.944630866,1.167354538,0.875660883
6979,1.287863589,1.076145195,1.143023059,2.889067874,1.088010449,0.667836538,4.818050545,1.432318421,1.748723479,3.064980546,0.788344388,1.037895133,-1.438618395,-0.41770186,0.753396988,0.868031157,0.728980327,1.306586827,0.265416077,0.968166291,1.204092879,1.204092879,0.141905694,0.563490729,0.847020706,1.132751764,0.872210078
6980,1.541064945,1.091844173,1.162144553,2.398439876,1.077802187,0.628769878,4.005473503,1.504275704,1.766956394,2.822134993,0.771016226,1.054510767,-1.357205559,-0.457192843,0.76424992,0.906393878,0.720819811,1.372905014,0.271051025,0.965781206,1.223073598,1.223073598,0.072851931,0.583219933,0.790145512,1.202352943,0.989996342
6982,1.310846391,1.122790222,1.14090295,2.742179068,1.076652493,0.593503252,4.746994178,1.473448086,1.809331385,2.96865967,0.758400381,1.05200075,-1.878810578,-0.336732013,0.71425639,0.889769872,0.711947342,1.34276693,0.283741502,0.970050058,1.190733325,1.190733325,0.087787654,0.6012678,0.962015546,1.181786574,0.898405717
6983,1.715756363,1.160226991,1.190438011,3.109336526,1.074685196,0.505001605,5.871854233,1.59355894,1.879292711,3.058564628,0.762661263,1.064733848,-1.757800622,-0.587838534,0.761776326,0.910825861,0.691041437,1.445433794,0.280112238,0.968017051,1.242372435,1.242372435,-0.198780516,0.612196738,1.065456861,1.307211532,1.095463391
6985,1.243359328,1.113989107,1.101385096,2.700267703,1.079589062,0.669265691,5.143087501,1.423509636,1.654864494,3.069226989,0.769312748,1.042218284,-1.434308496,-0.466195626,0.754137812,0.959084757,0.731495002,1.289266663,0.27169113,0.949463987,1.17672235,1.17672235,0.126185257,0.59005956,0.900801305,1.096051668,0.827700512
6988,1.459482262,1.095797276,1.191267551,2.579219419,1.072860486,0.609203216,4.32755982,1.393561806,1.677966431,2.934540986,0.798637482,1.052225341,-1.609419484,-0.216888262,0.779543496,0.913189776,0.699879945,1.326688333,0.26689741,0.965476982,1.25782768,1.25782768,0.181924969,0.601983526,0.852069122,1.116703111,0.930928391
6989,1.390269759,1.117533166,1.170544435,2.914987092,1.078920398,0.59456211,5.33799314,1.481184138,1.693105825,2.962744723,0.774213808,1.055210363,-1.697075851,-0.464951539,0.739805496,0.894807914,0.700214149,1.379761532,0.27827147,0.971063323,1.216966048,1.216966048,0.02469323,0.595264377,0.95940762,1.180436741,0.930787207
6990,1.248882267,1.110025459,1.183285535,2.375356027,1.083213676,0.678748543,5.093283842,1.514973953,1.737605969,2.638304931,0.757375348,1.042114659,-1.183469213,-0.319530762,0.743843058,0.852739709,0.719072587,1.35812472,0.26186397,0.975377014,1.233833159,1.233833159,0.089094628,0.567266974,0.844299526,1.192042579,0.876657593
6992,1.493093487,1.116850896,1.143737147,3.116565741,1.086262412,0.620070111,5.019952628,1.452325118,1.735666979,2.926412996,0.786476954,1.045761297,-1.682042034,-0.520723636,0.75139715,0.863830346,0.706504086,1.373031207,0.272827801,0.974936778,1.204327851,1.204327851,0.191830972,0.576289042,0.960217242,1.179171281,0.968359532
6994,1.398174935,1.124219525,1.16147522,2.659891017,1.071976583,0.601228185,4.410691479,1.488861129,1.775845568,2.865579853,0.773680794,1.059092091,-1.363354203,-0.589991936,0.761125832,0.883831988,0.699228454,1.399913691,0.28005744,0.974179243,1.226414465,1.226414465,-0.035246076,0.604492263,0.874388786,1.218955042,0.955253982
6996,1.208109149,1.13425605,1.172940672,2.307074038,1.075869684,0.646605629,5.141529654,1.602432603,1.846215208,2.749237275,0.752244603,1.040219453,-1.243338871,-0.284924497,0.757056651,0.893886651,0.712041301,1.365158914,0.271719844,0.965535572,1.224508213,1.224508213,0.185957944,0.595588163,0.853831829,1.242437375,0.869374694
6998,1.437948507,1.146059487,1.121266183,2.824504122,1.083176666,0.582870151,4.801449078,1.419149942,1.672343812,2.898216607,0.783921938,1.042487078,-1.625730408,-0.27860825,0.77276342,0.903411708,0.738325396,1.320499167,0.270491183,0.963118908,1.208287127,1.208287127,0.095535536,0.584026599,0.980000671,1.119900786,0.912441671
7000,1.423473715,1.097314676,1.212786611,2.740718146,1.0857082,0.620115744,4.813977456,1.492002215,1.813311301,2.853427227,0.779939968,1.046322335,-1.733791352,-0.23552042,0.721948164,0.874782474,0.682988885,1.379110807,0.263813252,0.973854506,1.25115934,1.25115934,0.19113376,0.574885694,0.908658768,1.212906249,0.959327907
7002,1.374837812,1.124631111,1.150363024,2.731030909,1.079294157,0.594301893,4.866653061,1.426613949,1.647086489,2.998972708,0.799873868,1.0552641,-1.249209087,-0.309689663,0.7717172,0.895933446,0.706300209,1.335924727,0.271531017,0.969488827,1.223358846,1.223358846,0.118933849,0.5888858,0.876812019,1.126259778,0.901101493
7004,1.323780095,1.153200883,1.154435646,3.123452689,1.084107532,0.609166776,5.233374223,1.534301994,1.848679469,3.2769216,0.769424524,1.048094179,-1.661160145,-0.365793581,0.752890079,0.897285093,0.686218285,1.391767568,0.270997289,0.965614938,1.213985716,1.213985716,0.085516896,0.584513862,1.037065814,1.242979575,0.928194497
7008,1.339117735,1.108919419,1.165734463,2.486715707,1.080266914,0.653514851,4.603341666,1.378385263,1.587371984,2.821269364,0.747957884,1.0526933,-1.643337439,-0.131227718,0.770056127,0.855589638,0.707371369,1.305879196,0.258834755,0.980337958,1.238094496,1.238094496,0.280344248,0.565605236,0.991337041,1.079794721,0.870982059
7011,1.227453401,1.113185187,1.081284944,2.722784577,1.076750842,0.668961705,5.242504741,1.409677844,1.691196617,2.997052083,0.77947232,1.046172961,-1.613949924,-0.305241087,0.735923632,0.895422207,0.723757682,1.34286529,0.281592246,0.963789371,1.156684083,1.156684083,0.204477179,0.598403517,0.925251121,1.133169748,0.836873577
7014,1.389125337,1.134821695,1.150995443,2.696059133,1.078888784,0.624744805,4.550958284,1.44212927,1.677958723,2.949645408,0.77986505,1.05514282,-1.348384897,-0.2898722,0.773115216,0.883336914,0.722492772,1.334484417,0.273589685,0.968740256,1.221550889,1.221550889,0.153419825,0.592325865,0.891484751,1.141034487,0.912819035
7026,1.586877813,1.160054149,1.121799877,3.332623724,1.077147531,0.597595367,5.805690395,1.542378763,1.803326788,3.306320282,0.774610689,1.057054996,-1.757194801,-0.457898886,0.758388815,0.902455501,0.700754885,1.451131672,0.287079693,0.969569441,1.19475208,1.19475208,0.020945714,0.605711097,1.088551152,1.273480094,1.037833895
7031,1.290548148,1.090662517,1.18069831,2.513434095,1.092091247,0.6250269,4.494744956,1.469088041,1.733577046,2.783200685,0.790968367,1.043673257,-1.631172226,-0.387533903,0.76604873,0.850816634,0.698836786,1.3370447,0.259257255,0.976427477,1.237452526,1.237452526,0.111557322,0.556371096,0.85555775,1.161190929,0.883092481
7035,1.422237466,1.104916952,1.159120033,2.677538798,1.081875933,0.655972738,4.47748312,1.439619294,1.697230909,2.958629755,0.777024782,1.051286773,-1.509897542,-0.301600307,0.755422828,0.875708188,0.715517647,1.364778948,0.269793449,0.972659069,1.219588709,1.219588709,0.191943876,0.578168447,0.838296589,1.15979235,0.938217404
7062,1.545777854,1.115970936,1.070754764,2.926652883,1.074933085,0.599434384,5.200678566,1.473245586,1.742569592,3.081816311,0.775770305,1.045794292,-2.010458833,-0.608587495,0.774120803,0.838447877,0.699972142,1.408070552,0.289400597,0.980446979,1.180390326,1.180390326,-0.063019085,0.607245456,0.973890894,1.207907032,0.893117974
7064,1.180509738,0.996698207,1.132058384,2.136454317,1.084084706,0.6466527,3.428424983,1.358412273,1.571510571,2.245529651,0.799670244,1.042303973,-1.366991706,-0.092210172,0.765865609,0.948928841,0.734685651,1.234300923,0.24849244,0.948717914,1.21839773,1.21839773,0.302922303,0.547815811,0.670468866,1.02685292,0.790405422
7069,1.348107253,1.162409741,1.175478131,2.714644079,1.080260884,0.623509657,4.794870074,1.526713801,1.852935752,3.151470933,0.78414681,1.056513423,-1.735555567,-0.146239914,0.75260754,0.884177503,0.715282036,1.351942497,0.272810149,0.971455575,1.225838873,1.225838873,0.228884047,0.593198157,1.011223747,1.215363965,0.921575914
7071,1.668261266,1.13579508,1.120329786,3.201192574,1.07778694,0.561221407,5.694136368,1.519311566,1.836617205,3.046638976,0.766645745,1.048864331,-1.938096674,-0.463006726,0.746675233,0.900779922,0.716513048,1.421735093,0.287990488,0.966049614,1.182119838,1.182119838,-0.029622936,0.601931193,1.044298172,1.256243151,1.059307737
7075,1.529002981,1.153786128,1.137363863,2.887388415,1.072920386,0.599003549,5.530926533,1.490608594,1.798390316,3.543826056,0.754874084,1.063710056,-1.605738447,-0.425548943,0.7628614,0.889230377,0.690138351,1.436409686,0.288932599,0.976498425,1.20507024,1.20507024,0.037864216,0.615172503,1.008100201,1.251128557,1.0200597
7078,1.422075646,1.124958061,1.147536637,2.864334131,1.080800864,0.54533409,5.858072351,1.61469082,1.86485854,3.190753941,0.753561666,1.047571026,-1.811832566,-0.459157577,0.739630772,0.844833325,0.697497878,1.445995865,0.284933449,0.981092641,1.197576424,1.197576424,-0.044733366,0.591285725,0.988156199,1.308068339,0.984017274
7080,1.420569474,1.146817123,1.170904711,2.741414508,1.084097401,0.644677547,4.949856503,1.463860944,1.714858656,2.91910971,0.780213228,1.056718529,-1.574229636,-0.431682132,0.7490696,0.898867877,0.697872216,1.372747762,0.269123318,0.970651838,1.224675638,1.224675638,0.093105905,0.582006809,0.967800463,1.177362954,0.875020484
7092,1.157341417,1.094633285,1.146604706,2.637657515,1.096988107,0.709132872,3.912396541,1.370011153,1.62662226,2.710721643,0.785167731,1.034413924,-1.314072907,0.072057114,0.767046686,0.846999522,0.737142913,1.210630974,0.257607325,0.971813748,1.226600543,1.226600543,0.460444454,0.555136396,0.84135226,1.02657124,0.775745253
7094,1.450826001,1.133566821,1.116346396,2.915495942,1.082804922,0.624098802,4.628846534,1.419279788,1.697531757,3.193139858,0.780176946,1.047763192,-1.688372294,-0.440117354,0.757139062,0.843975541,0.711306135,1.364258432,0.273534863,0.980425214,1.188500231,1.188500231,0.06154392,0.58443571,0.971127797,1.154166522,0.947020756
7098,1.322006049,1.073395788,1.168127708,2.754462116,1.088291866,0.648987517,4.38433485,1.433362184,1.693579167,2.881852472,0.796896896,1.047862599,-1.831451383,-0.374202694,0.767227098,0.875023888,0.725936012,1.360341939,0.262334625,0.971028136,1.233186367,1.233186367,0.146277301,0.56564296,0.856714645,1.15336934,0.899253676
7100,1.460847178,1.146416673,1.148408794,2.95507894,1.075513668,0.60396468,5.12929114,1.485543837,1.752836689,3.117148607,0.772562297,1.05311106,-1.638172233,-0.427265447,0.756910066,0.860548968,0.698299611,1.384443971,0.285907255,0.979292647,1.206932146,1.206932146,0.059616876,0.607419337,1.005546985,1.202081282,0.96618595
7102,1.487697819,1.131124009,1.182522537,2.828651828,1.075654173,0.63595468,5.303027777,1.472028118,1.740844294,3.356439412,0.767478123,1.051307721,-1.602454728,-0.330330994,0.765013612,0.874675195,0.699414205,1.336155096,0.276182806,0.974039342,1.239935111,1.239935111,0.144400633,0.605818843,0.986676924,1.167555699,0.955652681
7105,1.292138809,1.107541727,1.115228152,2.999984455,1.084033083,0.74900876,4.052981148,1.419137637,1.674546119,2.994901195,0.802772317,1.048340375,-1.360008489,-0.019219771,0.768866409,0.900673589,0.744192156,1.295820224,0.266009504,0.962055387,1.19308138,1.19308138,0.440896143,0.576758285,0.874576845,1.107055642,0.863684058
7110,1.385161602,1.111796107,1.114185907,2.740004047,1.073021592,0.610080233,4.585059258,1.492465608,1.813673636,3.223459784,0.761502137,1.054097015,-1.464149798,-0.452384926,0.759754281,0.941456869,0.72557318,1.40168191,0.282848695,0.95786143,1.185866431,1.185866431,0.036487229,0.605615742,0.884153386,1.230113294,0.951455233
7123,1.35945433,1.144795208,1.095904804,2.959310302,1.076752709,0.631322944,5.655538393,1.456895619,1.730105126,3.18846118,0.780634857,1.057340364,-1.659977453,-0.494517224,0.764028515,0.870808188,0.703924761,1.360239776,0.289149494,0.976212094,1.17614023,1.17614023,0.042890277,0.603228689,0.999463349,1.16970187,0.912652634
7126,1.419582044,1.119552722,1.175028099,2.693803298,1.083368257,0.629156495,4.710138812,1.40218744,1.670776124,2.864210273,0.782662527,1.057460453,-1.597030755,-0.224442885,0.752571926,0.885970564,0.719024515,1.292723089,0.268872504,0.971795835,1.22588936,1.22588936,0.202148604,0.580330794,0.920475844,1.098107112,0.901577381
7128,1.175917657,1.106197356,1.150686465,2.505352381,1.092320299,0.681285827,4.061585435,1.402962182,1.573702293,2.842105724,0.783158839,1.040852128,-1.209951424,-0.110405741,0.763311332,0.883591337,0.751363936,1.279541604,0.253169159,0.96464339,1.216023349,1.216023349,0.30247971,0.553694097,0.809474911,1.067377655,0.80020198
7135,1.402123334,1.121789071,1.135884231,2.951001497,1.086672086,0.643310689,5.116651002,1.384740128,1.736204693,3.076918693,0.776493443,1.036114693,-1.787004986,-0.412532346,0.752529957,0.922496035,0.715665889,1.336149691,0.267289355,0.954751694,1.203835297,1.203835297,0.119040487,0.575191527,0.972890698,1.129163293,0.921294575
7139,1.448326304,1.096864636,1.194238263,3.005886837,1.078906815,0.573715338,4.524735214,1.491190244,1.772395017,3.072093953,0.787140205,1.050094827,-1.646657018,-0.406898869,0.771896767,0.875799356,0.70850199,1.356113861,0.271458503,0.973078454,1.246604136,1.246604136,0.018823977,0.591659887,0.905179744,1.18860922,0.950226646
7141,1.456270522,1.124965338,1.162085156,3.180531307,1.083653094,0.654896939,5.193687105,1.460823551,1.734624537,3.134711264,0.794726793,1.053050114,-1.829839634,-0.434557084,0.7530592,0.886719222,0.718280685,1.331587493,0.273220149,0.970750571,1.217237939,1.217237939,0.105839392,0.584411425,1.001569912,1.157116594,0.937282096
7143,1.373599616,1.093140662,1.095319679,3.160717335,1.085432075,0.598906903,5.298284549,1.495353826,1.823161631,3.120595561,0.776129215,1.034739831,-1.533489358,-0.381779667,0.755224911,0.88206838,0.737171947,1.370973023,0.27529829,0.963383666,1.173092147,1.173092147,0.073848263,0.574453755,0.889025456,1.210693165,0.93964417
7145,1.296287686,1.106948953,1.149963065,2.811369097,1.077928726,0.58829822,4.855843173,1.44595752,1.730876865,2.99232682,0.774078675,1.037936777,-1.544897117,-0.377646546,0.771242913,0.884897481,0.705875548,1.354898392,0.275380643,0.966743826,1.217163157,1.217163157,0.04839097,0.594252189,0.90092145,1.166087019,0.894247652
7147,1.34768438,1.060875132,1.171462573,2.649142202,1.077370419,0.610367913,4.081215542,1.422071436,1.657185387,2.689838525,0.803616418,1.037300098,-1.120290072,0.008646621,0.784139324,0.946627131,0.756651177,1.288170377,0.253704647,0.950632764,1.246835874,1.246835874,0.336851621,0.580237341,0.758849116,1.097578746,0.874444687
7150,1.228577758,1.117373958,1.141699854,2.588742415,1.086901124,0.597649868,4.35358846,1.406405475,1.644282989,2.895751557,0.788738648,1.039291907,-1.655242419,-0.307746847,0.753379138,0.885606864,0.729141913,1.284548965,0.265361621,0.96450685,1.206099957,1.206099957,0.106324687,0.571227425,0.900802476,1.086127207,0.81799197
7151,1.381113073,1.122873694,1.123431987,2.94582307,1.078038115,0.555225591,4.896520117,1.497885954,1.787331627,2.943361532,0.746927347,1.036181052,-1.507730513,-0.368232085,0.759917975,0.867976106,0.714112986,1.383574792,0.28265164,0.968639368,1.191152203,1.191152203,0.007905294,0.596478923,0.933261574,1.214414652,0.943027002
7158,1.494699418,1.141735092,1.157812105,3.133666529,1.075769403,0.530950774,5.252868311,1.459570356,1.697329023,3.1488593,0.782731551,1.055434106,-1.510600696,-0.357106699,0.763970105,0.858734205,0.699827103,1.364858758,0.280836194,0.971339301,1.217801654,1.217801654,0.002720988,0.605570186,0.986316452,1.166562328,0.955923806
7163,1.36497139,1.14004147,1.137208237,2.681349456,1.073409523,0.574173499,5.130984192,1.43402584,1.772684416,3.239144472,0.766373409,1.046001805,-1.709125056,-0.55297446,0.762719422,0.900366312,0.71824045,1.385476865,0.282683909,0.963482734,1.206017326,1.206017326,-0.06542496,0.610220223,0.964212226,1.187724936,0.932111757
7165,1.358165681,1.173223676,1.128023589,2.754459401,1.07600019,0.599231594,5.718348547,1.592245215,1.882039042,2.988316742,0.754916961,1.056190829,-1.663565613,-0.24492724,0.770590986,0.909624883,0.70367235,1.451304163,0.278664989,0.965982532,1.202664249,1.202664249,0.147495413,0.606507842,1.030527915,1.313320053,0.964603694
