Taxa,ile_BCAA,leu_BCAA,val_BCAA,gln_GluFamCorr,glu_GluFamCorr,his_GluFam,ile_GluFamCorr,leu_GluFamCorr,pro_GluFamCorr,val_GluFamCorr,ala_t,arg_t,asp_t,gln_t,glu_t,Gly_t,his_t,ile_t,leu_t,lys_t,met_t,phe_t,pro_t,ser_t,trp_t,try_t,val_t
7092,0.277257545,0.546642293,0.576156995,9.215679991,0.660746586,108.075919,0.41028721,1.196948732,0.379852731,0.672887754,0.164590583,1.341973506,7.952626348,0.705887682,43.20766079,2.360748176,1.03819388,1.073224166,0.928476735,0.694529143,0.892262294,1.506019456,1.128657572,1.879431159,1.543861406,1.124395291,1.210717383
7094,0.303679424,0.569469172,0.524173008,9.875414289,0.660116285,99.24894931,0.413836438,1.193922951,0.351044808,0.654407353,0.217622749,1.328351002,9.017241599,0.812255947,44.04556848,2.35852325,1.033197509,1.057659148,0.937715178,0.765948871,0.931310294,1.542437218,1.066370226,1.732130054,1.576495715,1.138033735,1.158912867
7098,0.292870597,0.57094938,0.531828349,10.06045962,0.655521297,103.290959,0.394535763,1.200923116,0.3269566,0.643133824,0.208419613,1.374779016,10.60902502,0.80242454,44.94873792,2.391270228,1.056590494,1.024390322,0.958870627,0.749541404,0.948102792,1.478355947,1.023928495,1.721745745,1.607019816,1.149870251,1.142710309
7100,0.275904498,0.567412748,0.551944667,9.571302648,0.656518717,100.0627537,0.405094864,1.192442872,0.371921798,0.663834639,0.204067566,1.325662213,11.47745546,0.786030343,41.92203542,2.368448483,1.09056856,1.029702122,0.942447356,0.728260771,0.933082063,1.541285073,1.095948735,1.797950378,1.609314859,1.137711436,1.16729559
7102,0.266507388,0.558250614,0.572269826,9.059305388,0.631633729,100.3594945,0.408265468,1.191227355,0.372926327,0.675362005,0.223480016,1.331715398,12.38550748,0.774120563,38.27593196,2.399634575,1.173798337,1.020879305,0.953744905,0.755274923,0.908339271,1.506035554,1.086373521,1.803543868,1.621137439,1.11008083,1.175141555
7105,0.278475348,0.559213966,0.560371617,10.4504213,0.636499529,85.09608457,0.407650135,1.194360966,0.386991793,0.666897833,0.195372272,1.342017399,8.445608851,0.867555025,42.18859045,2.846544601,0.926795844,1.041211596,0.942870376,0.75908816,0.962958737,1.48996636,1.129308022,1.973907908,1.64019079,1.162791364,1.178137854
7110,0.285124798,0.555018573,0.559467538,8.966800788,0.598237058,86.65993773,0.402209012,1.200213289,0.396556666,0.658848695,0.197362815,1.361897045,9.440335928,0.730023819,38.79721711,2.356477889,0.977821083,1.019660887,0.976123285,0.752461944,0.908680996,1.510672698,1.135626366,1.765908305,1.710339117,1.203376858,1.155163675
7123,0.283723025,0.563867078,0.548867108,9.725381462,0.660146685,121.3129502,0.413839234,1.190959064,0.370474173,0.667734827,0.184164772,1.333403914,9.006709008,0.779963469,43.96751224,2.53386009,1.222487398,1.057969706,0.926542824,0.729366363,0.952594113,1.502797416,1.100122578,1.768488012,1.632309752,1.157922505,1.183281393
7126,0.286899094,0.557849128,0.554713197,9.34671951,0.650982796,105.1179916,0.417219235,1.1923997,0.360088634,0.670437623,0.217934811,1.332555683,11.49986121,0.756386545,42.84050013,2.346315626,1.102387645,1.061339593,0.934967652,0.723085872,0.930164818,1.391958519,1.081206306,1.848817366,1.629112163,1.149675757,1.185252019
7128,0.27117473,0.584099297,0.534226316,9.432367043,0.648041426,96.11423975,0.397249136,1.189962982,0.392789418,0.655386928,0.189854699,1.320287897,9.077576458,0.744987598,44.44588787,2.490649847,0.994766851,1.029267839,0.917608944,0.767165042,0.908924429,1.510240498,1.146058043,1.837146759,1.607616096,1.185993067,1.164763007
7135,0.322883505,0.545874771,0.53464096,10.48352463,0.690249545,124.9083566,0.420626887,1.202434962,0.336457179,0.655519981,0.21897691,1.324690394,9.452229464,0.854171493,45.30868428,2.402606727,1.251279337,1.072753063,0.969548499,0.771532992,0.917621677,1.67467613,1.039369146,1.721849077,1.670363246,1.138987571,1.161689216
7139,0.265504028,0.555720684,0.575177417,10.16773092,0.631559631,91.32176173,0.392161801,1.200589182,0.361084557,0.661116637,0.221427523,1.362381072,12.79677124,0.864075704,39.93885015,2.105580547,1.024605629,0.998701108,0.980283699,0.757519746,0.941984193,1.499446976,1.073065872,1.74328976,1.620338595,1.121885707,1.158192001
7141,0.272220968,0.556502211,0.569512712,10.97970336,0.685649028,119.1947138,0.398174634,1.198590725,0.339761919,0.662733149,0.225234436,1.329586281,11.1267238,0.910587192,44.55580179,2.483328718,1.216452081,1.024350771,0.956899632,0.7663912,0.958527681,1.471469689,1.041858292,1.733014583,1.62677533,1.159558684,1.17257562
7143,0.272856513,0.54683151,0.579225345,11.28747579,0.656393093,132.7947314,0.379018282,1.212871213,0.366663012,0.646162839,0.200947445,1.374484774,8.243210618,0.898671411,47.33235669,2.277588256,1.231992775,1.003187877,0.994570335,0.754962004,0.927157737,1.745501788,1.107866035,1.77767706,1.630962563,1.214092915,1.157676143
7145,0.288196163,0.562042696,0.547715685,9.352921437,0.624807923,99.28053551,0.411687393,1.19397525,0.374637426,0.663422441,0.184760294,1.354661837,10.66812753,0.771542072,40.35754225,2.190071105,1.086857819,1.041639625,0.950205671,0.727511581,0.922644518,1.694585317,1.10102027,1.783423394,1.632236629,1.133008629,1.165608463
7147,0.276975534,0.569921923,0.547332055,8.286214054,0.534706623,82.54299113,0.420705377,1.185014141,0.423566983,0.691530461,0.181679457,1.378975274,10.16975928,0.696914013,33.29552612,2.155218833,1.002076705,1.070299672,0.904452941,0.671745235,0.945867286,1.559382777,1.166382404,1.918425413,1.676911428,1.202180903,1.197184909
7150,0.281342696,0.563247132,0.551461002,9.280132203,0.665063082,97.68272765,0.410669032,1.192097335,0.349506871,0.66656665,0.184662097,1.326091549,9.579928014,0.731890539,45.02286603,2.168714931,1.018905258,1.055371485,0.928521206,0.740976465,0.937330267,1.613794597,1.064558258,1.777031657,1.624811681,1.168082729,1.183603668
7151,0.271977999,0.559563705,0.565598405,9.786060544,0.642514463,99.79696636,0.393377644,1.200217391,0.381666816,0.657486922,0.192900061,1.347238,9.92650319,0.792916512,42.96023432,2.112206919,1.051315255,1.014770054,0.963833172,0.704069478,0.88170129,1.770650414,1.121090037,1.821655984,1.616588458,1.168039632,1.163090231
7158,0.278397685,0.575780087,0.538371768,10.16637684,0.652194611,106.7515412,0.413451447,1.186111392,0.386747555,0.667667897,0.219684278,1.323240004,11.56685991,0.861410552,40.45199149,1.977362513,1.17735903,1.039439858,0.924995262,0.746273415,0.945918623,1.486736765,1.117561196,1.819765669,1.581556223,1.133273846,1.168629556
7163,0.310717689,0.555097784,0.535942038,8.785792304,0.634513662,99.55888655,0.428195621,1.193612726,0.367814944,0.66596162,0.192089394,1.328225752,10.65174703,0.719189592,39.33088127,2.1950208,1.123695911,1.064356159,0.956882892,0.757635477,0.919094941,1.630165619,1.079430332,1.70463281,1.657917948,1.182622232,1.162467322
7165,0.25386916,0.559535356,0.581949744,9.024286094,0.661504724,118.2243941,0.370420718,1.207408304,0.367692792,0.648082455,0.194016266,1.293026717,9.875927629,0.749176968,39.87475816,2.274458216,1.313719679,0.948143167,1.014439051,0.721679614,0.891422215,1.461454017,1.079759925,1.883694946,1.666773851,1.128578601,1.128691127
7166,0.291836767,0.558959465,0.548109193,10.02600972,0.65949343,87.74700754,0.413073308,1.194949705,0.36811911,0.66360327,0.215834731,1.310782551,10.11295387,0.856661588,40.19284119,2.240169977,1.00083292,1.035812902,0.961735921,0.757968143,0.941664605,1.50207432,1.082696937,1.77581887,1.70267792,1.138193555,1.158897949
7169,0.288015287,0.573833617,0.532638019,9.224933762,0.589279433,79.3474264,0.399581586,1.195873398,0.381537273,0.650171298,0.26276127,1.327390169,11.59747723,0.766023068,38.6987218,2.138160219,0.912683403,1.018706256,0.955743666,0.719190059,0.920111128,1.49871119,1.112840581,1.783402582,1.666910636,1.130382644,1.142343716
7178,0.296745814,0.540414208,0.566131645,10.32132894,0.634892182,102.4387297,0.40782425,1.204989348,0.395406461,0.660504187,0.191482293,1.353239395,11.20826565,0.846813231,42.38182509,2.270768994,1.073049407,1.042770529,0.983594224,0.722105569,0.937964822,1.593802773,1.144487446,1.781500163,1.615861658,1.192611779,1.167422257
7181,0.283245061,0.559636399,0.555429158,8.887470735,0.663870633,96.81353272,0.407566199,1.195292859,0.383499198,0.663833148,0.229736922,1.301408855,8.411838999,0.686697494,46.52382584,2.351197225,0.979208926,1.057162172,0.930755419,0.771991165,0.901951705,1.628093061,1.135693616,1.709639779,1.669700445,1.116617139,1.185946082
7186,0.277712819,0.553643226,0.568112258,10.13081564,0.615813096,106.0702667,0.416887442,1.191885661,NaN,0.676691642,0.164715,1.315874157,8.866025481,0.814491739,42.68582333,2.466603725,1.084916633,1.06815524,0.926053067,0.730564301,0.889808999,1.662810572,NaN,1.824248298,1.621773986,1.155498034,1.203120229
7188,0.2314073,0.561377123,0.598196241,9.378613596,0.642721552,97.35778627,0.362164098,1.202332608,0.34976354,0.658892837,0.200856079,1.356349622,10.19261354,0.755139567,43.20994288,2.298591095,1.036230752,0.952954026,0.970498853,0.703632574,0.932976718,1.537186382,1.065635678,1.86882542,1.626383,1.165229171,1.167131188
7199,0.253718622,0.569304668,0.568976496,9.851409124,0.65866981,117.847113,0.379375528,1.199760242,0.362114353,0.653566561,0.171736487,1.343554089,10.79823529,0.796085049,43.4781321,2.501295314,1.206964588,0.98489654,0.962876024,0.735350838,0.920373731,1.554389344,1.083400761,1.784694931,1.597091724,1.15753029,1.154949676
7201,0.248163462,0.558722892,0.586927284,9.449819611,0.668300855,130.645689,0.370047774,1.207011062,0.355749215,0.650414009,0.185630529,1.328836685,11.0307721,0.766071759,42.85860799,2.642506122,1.342445565,0.961427187,0.99661563,0.714229662,0.929830966,1.634418624,1.069270301,1.68154548,1.62413043,1.141511707,1.145751046
7205,0.232290735,0.550399655,0.611870023,9.702370672,0.66017428,112.6890387,0.368380662,1.206013189,0.388580197,0.661264076,0.178311939,1.312765516,10.04989419,0.7898236,43.82034354,2.686281417,1.164113262,0.963689588,0.986813714,0.772636058,0.928215802,1.742008427,1.134507808,1.734118231,1.628830534,1.178814125,1.170366055
7206,0.288035797,0.590404884,0.509957064,9.190248124,0.655237845,116.0941819,0.4064223,1.187655302,0.352036493,0.651097456,0.209445637,1.340881602,7.972097039,0.717110942,45.8564465,2.229372396,1.131964468,1.054147551,0.903736326,0.758754226,0.921504492,1.517705431,1.076421972,1.770207968,1.65980506,1.161889139,1.161843715
7224,0.279915704,0.561866181,0.555457805,10.2128369,0.685289682,126.3365694,0.398786805,1.198524168,0.366028271,0.657184304,0.155916764,1.314825271,9.219264902,0.808894842,46.87468086,2.181217853,1.219338589,1.036384039,0.945821037,0.754125846,0.919927436,1.703899129,1.101281623,1.734750317,1.580916384,1.200451396,1.171340314
7227,0.290774294,0.565758805,0.539998239,9.126228678,0.671915939,103.932149,0.409263318,1.19461322,0.3630968,0.658483115,0.217613499,1.307242489,9.789996453,0.771253165,36.08225347,2.166095895,1.165308463,1.029841142,0.959724436,0.787772327,0.895813346,1.426397107,1.075896045,1.793470263,1.668066102,1.126016884,1.150672589
7229,0.272406441,0.580798413,0.537763891,9.496753218,0.659148106,92.64259039,0.391291683,1.194525101,0.367867627,0.650063988,0.259851893,1.292955527,11.85492575,0.810334926,38.76620433,2.474629979,1.07648262,0.984490776,0.968253586,0.743133437,0.905147937,1.374997881,1.075888355,1.716254619,1.713459077,1.112056059,1.128106649
7231,0.279404975,0.563270795,0.554193517,8.84835743,0.567036727,84.42061796,0.400340957,1.197000707,0.369186615,0.658709272,0.191010585,1.365976533,12.20540093,0.711053064,38.34079391,2.185153254,0.935104479,1.023001215,0.956840986,0.716513604,0.938373278,1.50030983,1.090375981,1.794954276,1.612050733,1.119836526,1.160160421
7244,0.258806649,0.548762481,0.591029409,10.04009269,0.669388783,115.32635,0.388704887,1.202808202,0.393275367,0.664495727,0.191270092,1.305362909,9.496154649,0.82265801,43.29512803,2.620218626,1.196451902,1.001773934,0.977091427,0.719429664,0.918603504,1.661947526,1.138513195,1.769779487,1.658968709,1.159524965,1.172971345
7252,0.298010224,0.55720058,0.545432385,NaN,0.555686893,86.41531172,0.413317779,1.197815091,0.363765602,0.659142333,0.19434603,1.363613029,11.86738055,NaN,36.26841165,2.275061451,0.983895542,1.037859126,0.969292702,0.751037969,0.914312943,1.485123986,1.078309375,1.823955189,1.613140463,1.168260282,1.153382028
7255,0.276606877,0.547064097,0.576964574,10.2435204,0.654599883,119.3065828,0.393837111,1.205275626,0.345855297,0.658076246,0.202565082,1.355903998,11.78511947,0.85781325,41.36007468,1.948962544,1.265639475,1.004755642,0.994770288,0.76242216,0.982628808,1.467782151,1.047595842,1.883745314,1.676895264,1.127275206,1.155199829
7258,0.279406603,0.551653356,0.568587206,9.218702628,0.659699347,121.8202973,0.394754492,1.203901766,0.367609774,0.656243693,0.172600791,1.325298892,10.00069548,0.733104567,44.04799638,2.307522205,1.233243264,1.019340817,0.975797829,0.735707087,0.93287166,1.47315139,1.097813243,1.792175631,1.640830173,1.137431019,1.162263713
7260,0.283809256,0.557984564,0.556712276,10.8103694,0.671342542,88.02754833,0.402104162,1.198953968,0.3480778,0.658858679,0.205621607,1.32030174,10.84231087,0.88711822,44.51907026,2.172913248,0.922932359,1.034350375,0.957396742,0.686664513,0.942020995,1.591443359,1.058269952,1.736385901,1.583277051,1.163256724,1.166874625
7263,0.267685499,0.544860165,0.58697039,9.678483831,0.665964457,106.1965507,0.391228491,1.205201256,0.355605911,0.661501506,0.20075391,1.318931654,12.10733992,0.804082538,42.25071447,2.151341959,1.142227253,1.002030062,0.992429286,0.724425522,0.909933684,1.54584228,1.066075209,1.82429555,1.610790095,1.101122069,1.16328857
7270,0.282359188,0.553635919,0.563666418,9.763939219,0.638673855,99.07282694,0.417046196,1.192476384,0.388990222,0.674266723,0.207177921,1.339372865,10.71122187,0.801773534,41.55284831,2.35363519,1.071061986,1.056251215,0.940968158,0.729254024,0.908013452,1.534603333,1.128562394,1.733050554,1.658430593,1.086753788,1.188157595
7275,0.263834202,0.537891059,0.59962827,9.104142635,0.628836331,90.49198248,0.380413276,1.212732384,0.368928479,0.655992148,0.189310757,1.34818277,10.75048871,0.73953199,40.64230526,2.461541452,1.000436703,0.979515861,1.02450836,0.741323281,0.935293161,1.479613423,1.090571401,1.792321236,1.626487353,1.147394835,1.152485202
7277,0.305560511,0.537290406,0.561032613,7.936201984,0.645348227,96.90548728,0.452413464,1.18645431,0.344750826,0.695071507,0.211512881,1.312718381,10.80033883,0.622044941,42.50538958,2.045234725,1.034830507,1.130335687,0.913784446,0.776722647,0.946048524,1.424877866,1.047549224,1.783883944,1.626097776,1.138435462,1.228943504
7280,0.263331657,0.567842047,0.56314173,9.231087738,0.622969086,115.0897254,0.376796684,1.204485209,0.403721634,0.645251531,0.208440915,1.329344337,11.6070515,0.773708475,38.21529715,2.218507555,1.296730144,0.959354097,1.004356119,0.729061483,0.909500034,1.488373641,1.13985749,1.733320963,1.658608761,1.136319626,1.122812886
7282,0.262338657,0.55816222,0.575325847,9.395503493,0.62508475,99.96444434,0.387009364,1.201624873,0.332626712,0.657689895,0.176608042,1.406524574,9.786980625,0.728582543,44.8649952,2.338493367,1.000872079,1.014628346,0.955444078,0.708377351,0.93102623,1.539178684,1.039992394,1.861183908,1.560513661,1.150928307,1.174568578
7283,0.248790274,0.563324425,0.579515412,8.911450451,0.576595349,94.91691827,0.379555838,1.199809456,0.364827117,0.658894108,0.203106355,1.32149188,11.4838489,0.729968078,37.62869752,2.555438847,1.053228934,0.974627303,0.977541861,0.742994584,0.888305432,1.473407201,1.076719124,1.772496843,1.633101336,1.152947671,1.15458663
7284,0.295207522,0.572469923,0.527208122,9.486773359,0.585816976,99.53124154,0.425844494,1.185230247,0.368060689,0.668452903,0.213921883,1.3018789,11.40152081,0.78747082,37.90769719,2.310107625,1.100970844,1.067052021,0.918221413,0.728573292,0.934303359,1.512567337,1.085113421,1.739782681,1.629688077,1.122931345,1.172559975
7291,0.273024638,0.55221101,0.574497976,9.947383496,0.669999024,109.9367402,0.401803115,1.199103391,0.363981396,0.666907375,0.206722611,1.31029859,11.58104116,0.828051705,42.18431226,2.493790178,1.180774645,1.021725697,0.969521003,0.710530917,0.919509464,1.636518711,1.082559023,1.804863662,1.647916734,1.143820256,1.171612655
7296,0.296325422,0.549401475,0.55561237,10.88387781,0.65544152,116.8575695,0.417732685,1.196837413,0.3888883,0.667333036,0.224209129,1.34351385,9.921919312,0.896294814,43.85669324,2.274199523,1.187887057,1.066344983,0.948718626,0.742344632,1.009568864,1.552541784,1.136204182,1.855686856,1.651445946,1.141133056,1.182639275
7300,0.27255966,0.573075988,0.548062147,8.732956583,0.610801085,99.76586942,0.404542962,1.19008756,0.426192506,0.664124319,0.19679667,1.301536984,10.27760981,0.696955808,41.10421669,2.451394695,1.057440994,1.034520257,0.927529449,0.709152312,0.880312251,1.576312241,1.196217882,1.739470264,1.62979818,1.185760393,1.172839689
7306,0.2872254,0.549539417,0.563798134,10.37973077,0.634089522,92.41691333,0.406758366,1.200232108,0.373181053,0.662961458,0.185538863,1.365859098,10.70563652,0.858956843,41.69221974,2.277780162,1.005572637,1.036775242,0.968699213,0.72297291,0.90922473,1.612480408,1.101741453,1.73095042,1.617071035,1.154657756,1.168860191
7307,0.3034097,0.559090944,0.537971477,8.713931281,0.655463916,87.92470853,0.423541814,1.192679397,0.349609663,0.665557371,0.19490661,1.310433607,9.272977537,0.700876214,41.79663897,2.364052061,0.979362544,1.066122762,0.943668575,0.74343355,0.982723613,1.461512484,1.057313224,1.819480949,1.63715381,1.194874412,1.169860049
7310,0.325436462,0.574450349,0.497025861,9.528161035,0.625431609,80.90517306,0.447335197,1.180760174,0.384308561,0.668776787,0.175112343,1.353084028,8.276018424,0.771310143,41.84100266,2.304662385,0.903023096,1.120356823,0.893850405,0.720620099,0.967511818,1.760076556,1.122860475,1.863394842,1.624515242,1.130308338,1.181016947
7316,0.266001844,0.554075343,0.577997335,9.357700786,0.647651892,102.621773,0.373865429,1.211001844,0.382364306,0.644495899,0.21632316,1.319694063,10.96911732,0.756685377,43.47222804,2.540980915,1.07776335,0.977225753,1.004253348,0.777728463,0.916010648,1.425216845,1.123954742,1.78251368,1.6255886,1.141912815,1.141241458
7320,0.291512666,0.589667075,0.506998975,9.770624787,0.662736374,101.262327,0.411502021,1.186180494,0.372180089,0.653287966,0.215631505,1.313017212,10.07940956,0.799353345,43.25272179,2.237805635,1.078216916,1.048971312,0.913416966,0.780511097,0.922757993,1.498919169,1.102362127,1.725924712,1.624174064,1.125546541,1.153224833
7330,0.260333977,0.559576359,0.57558471,9.244539197,0.641997726,95.40587694,0.386260448,1.200628028,0.389507962,0.658782096,0.222946875,1.319520972,10.14682024,0.735731938,43.31045806,2.642992017,1.00458669,1.003127578,0.96266188,0.716538201,0.941625145,1.432947557,1.135469912,1.811659895,1.636127424,1.154321675,1.167517374
7331,0.28172212,0.568584456,0.544540112,10.00571855,0.672906156,123.9908196,0.39897496,1.196584741,0.350301567,0.654169329,0.215113308,1.337329984,11.14000201,0.807136552,44.95684325,2.398177083,1.234333932,1.028929916,0.947202833,0.777236795,0.945901772,1.509622833,1.063654083,1.652586799,1.626656176,1.121029587,1.15934922
7333,0.241569562,0.536791127,0.618443155,8.922356032,0.664810311,119.8466203,0.368571907,1.213549178,0.392338248,0.65781778,0.208147475,1.280729005,11.52238622,0.710690814,43.64007972,2.422231767,1.223101496,0.962879703,1.018654102,0.741392582,0.895335625,1.511046586,1.139224762,1.762368035,1.644231607,1.137202252,1.162952857
7337,0.311365427,0.552428808,0.537831762,10.51999321,0.692525157,144.0799632,0.411749901,1.202339286,0.343267811,0.652551911,0.236108781,1.323837214,10.64461327,0.85788646,45.3862935,2.337159332,1.408512672,1.053913587,0.969599565,0.782338754,0.928429639,1.477875465,1.052563977,1.744807936,1.586650453,1.132211657,1.155725582
7340,0.264546623,0.557688623,0.574462626,9.60253613,0.654841746,106.9197134,0.381457801,1.204987959,0.389154308,0.651968975,0.18645718,1.318450243,9.503554414,0.764408148,44.73920329,2.353451939,1.086609146,0.997603257,0.975938097,0.749151569,0.953777136,1.638056508,1.138298003,1.748343741,1.636793075,1.199960473,1.158505055
7343,0.307273115,0.560355115,0.530698926,9.410171107,0.658450494,92.05552974,0.427301652,1.191298899,0.351785087,0.665808838,0.240046198,1.332990457,11.5547147,0.761924005,42.57120838,2.450076928,1.002194602,1.077776344,0.935181425,0.736016405,0.93670391,1.52945962,1.062172884,1.772584901,1.622530114,1.100199473,1.173925063
7346,0.320765541,0.580346311,0.493535503,11.14636827,0.669380416,111.5753899,NaN,NaN,0.375418095,NaN,0.263436675,1.311478408,8.024477527,0.982625506,40.26703252,2.02461755,1.251295296,NaN,NaN,0.79946666,0.988683619,1.788728999,1.093992492,1.898270034,1.648410654,1.158005183,NaN
7351,0.247137684,0.549013514,0.600016944,8.322217463,0.62984752,103.6278991,0.386140102,1.200835459,0.408157502,0.669178844,0.195141871,1.293575495,11.44676543,0.6729031,39.59384727,2.312393331,1.159481279,0.984411069,0.982197105,0.723304467,0.897430307,1.35104342,1.154737548,1.732757797,1.66690291,1.104031073,1.171034601
7353,0.237855993,0.569523918,0.583160914,10.14205682,0.647653467,120.0601116,0.349045219,1.212824958,0.36475319,0.634231885,0.238254977,1.366587545,10.41585411,0.818813332,43.66013882,2.02501564,1.212536146,0.924964173,1.011251978,0.721710558,0.898995374,1.528507224,1.091888375,1.778039793,1.664423176,1.14609758,1.122607108
7355,0.283605256,0.576588482,0.530836005,7.962480707,0.561605286,110.2107753,0.418420741,1.18518251,0.409820461,0.66741704,0.225295096,1.30416402,11.20006032,0.635754002,38.92169055,2.398300325,1.155191247,1.061924499,0.911864064,0.701907702,0.896395905,1.377688425,1.169087537,1.701743974,1.614035583,1.155775577,1.178723415
7372,0.242810991,0.573046566,0.573648238,9.290888555,0.668225937,114.4188126,0.366359309,1.202772824,0.374561709,0.647114906,0.244125616,1.300380043,11.23533041,0.761859904,42.02026585,2.197669477,1.23613739,0.948205922,0.986867598,0.778921545,0.950536149,1.367753932,1.096770162,1.702510988,1.609664049,1.139876132,1.134327949
7373,0.285256995,0.566684555,0.544733194,9.643332801,0.657421101,105.3219923,0.401081022,1.196848162,0.35473188,0.655075024,0.195478278,1.319281188,12.33822835,0.830551478,38.3478228,2.060583939,1.224796063,1.001936314,0.979386338,0.767751254,0.964775662,1.346664758,1.049477411,1.79709431,1.694126897,1.07086916,1.135455537
7378,0.30161291,0.568577161,0.527040618,8.713814881,0.625114531,85.4756253,0.433155276,1.18414924,0.38829061,0.672754753,0.169611924,1.30347129,9.878214,0.750392206,35.49532073,2.577460427,1.063990777,1.051827659,0.942198064,0.764633586,0.934999391,1.371524734,1.100127516,1.745206669,1.702743742,1.121416923,1.156717845
7379,0.302333794,0.566274594,0.529437811,10.58913494,0.649719647,118.2552233,0.430180114,1.186573048,0.385734844,0.670238428,0.198962281,1.348173936,9.232738114,0.861067898,44.05488577,2.367303563,1.204150518,1.092476985,0.909906601,0.724749055,0.970821211,1.510367546,1.130135449,1.778295743,1.630747673,1.165218923,1.188629468
7382,0.289542756,0.552831164,0.558131044,9.889279699,0.627145712,98.0190276,0.390549107,1.208530454,0.367835255,0.645768937,0.204533575,1.371124821,10.34091085,0.795357653,42.91910896,2.115404781,1.016097088,1.011337797,0.993707123,0.746493544,0.93408489,1.608536361,1.09905187,1.7772081,1.628883787,1.173762212,1.144051746
7384,0.280274381,0.564325747,0.551547999,9.014938558,0.657634889,118.2946115,0.38270224,1.206287511,0.367039637,0.641882257,0.201646585,1.306470359,11.73698304,0.732734843,42.3651257,2.102186239,1.247619426,0.986813416,0.994250661,0.763057341,0.898421747,1.514350616,1.084925886,1.808153661,1.600315214,1.112102921,1.129461967
7390,0.263705658,0.52787486,0.609832447,10.08024182,0.673672602,120.6851846,0.382154657,1.215069657,0.393047502,0.658861677,0.234273654,1.298538288,11.07409753,0.822394147,44.10873718,2.389796783,1.234780009,0.991101497,1.024257028,0.756709413,0.88513627,1.436659331,1.141071956,1.740235029,1.65388779,1.081976746,1.165074473
7391,0.296861483,0.567278698,0.532095241,9.443611767,0.638306023,102.59853,0.429141042,1.18690576,0.366402123,0.669871418,0.225023958,1.33359885,12.63797012,0.791497783,39.11944011,2.141098667,1.162829249,1.060831047,0.934202634,0.7532455,0.937606362,1.650633858,1.078507728,1.753875973,1.634199956,1.125718478,1.166078941
7392,0.267878577,0.549607826,0.581563302,10.53533127,0.628666348,115.4035234,0.368415894,1.216595505,0.382692837,0.638457473,0.184498602,1.380146035,10.75489213,0.862141754,43.41137511,1.908356772,1.164613913,0.968371628,1.024006697,0.685828297,0.946376811,1.638433165,1.126862813,1.764793278,1.631018406,1.099370144,1.132814705
7394,0.282236193,0.557912683,0.557265811,8.517565533,0.572595019,90.36474298,0.41838568,1.190786546,0.385239608,0.674031446,0.189761845,1.421158999,7.510309616,0.655949814,42.46157935,2.47086108,0.925679436,1.081947243,0.913517395,0.670041203,0.909028028,1.629838698,1.138315277,1.73158981,1.640973413,1.156802589,1.206378498
7397,0.281158381,0.562694049,0.55273039,9.542290933,0.623782715,98.33650881,0.424816773,1.185275366,0.400171589,0.679955873,0.16286461,1.325572122,9.030725204,0.814248877,37.55684307,2.498391456,1.146033678,1.049153085,0.934331206,0.744499962,0.929554198,1.591746746,1.129092311,1.92512692,1.62953864,1.211304365,1.1798603
7405,0.278469711,0.567694237,0.549685736,8.974805703,0.632978031,105.0575985,0.39755964,1.196910763,0.395246895,0.655467121,0.223215486,1.330603974,10.35199253,0.726713253,41.23130134,2.694918976,1.127364102,1.016124731,0.95796959,0.730879439,0.961233824,1.581351752,1.138920577,1.831804255,1.635637337,1.176193566,1.153509935
7408,0.295238289,0.561797771,0.541893776,9.557175994,0.600212171,76.34666437,0.407564228,1.197511921,0.37557944,0.656117653,0.17476743,1.385563056,10.19820747,0.781325203,39.73047084,2.46515908,0.865329992,1.035382223,0.96087148,0.762922691,1.002536724,1.386928631,1.102596412,1.930831864,1.657997398,1.129696264,1.15400087
7411,0.279435358,0.573935701,0.54035532,9.458526496,0.653699372,121.2477094,0.39731918,1.195463763,0.373922181,0.652687607,0.204936012,1.321978462,10.66231733,0.778612522,42.1875915,1.891693055,1.26722168,1.015997381,0.951543147,0.796833458,0.961802651,1.539381251,1.100758483,1.784984053,1.680340338,1.172706959,1.149128911
7418,0.259994997,0.550664639,0.58616128,8.647365334,0.601323222,85.04850878,0.408165998,1.192377119,0.376957852,0.68070919,0.167030777,1.365587341,9.369631849,0.697466565,40.28429467,2.515886935,0.934424554,1.039950834,0.939726212,0.716009354,0.934025043,1.56198362,1.107187059,1.856350627,1.624164083,1.152976871,1.201016751
7424,0.295320291,0.556454944,0.546439206,10.19941961,0.622600453,106.0204689,0.407486317,1.199719408,0.385069888,0.656037536,0.193942841,1.384655325,8.914721405,0.810771035,43.94382586,2.641494149,1.073149065,1.053419995,0.95419294,0.778256818,0.929528553,1.572267842,1.13527953,1.708142243,1.659218552,1.154277529,1.168429128
7430,0.287874329,0.533537279,0.58208197,10.28493576,0.655447022,117.1259635,0.416488913,1.200984795,0.382694783,0.674901421,0.203572701,1.329857961,10.34869752,0.857020038,41.86624989,2.892486384,1.232008377,1.052476995,0.975147159,0.770596258,0.929138983,1.667592346,1.116782561,1.822271229,1.620420465,1.168944778,1.187482987
