"Taxa","ala","arg","asp","gln","glu","Gly","his","ile","leu","lys","met","phe","pro","ser","thr","trp","try","val","Total","ShikFam","AspFam","AspFam_Asp","SerFam","GluFam","GluFam_glu","BCAA","PyrFam","ile_BCAA","leu_BCAA","val_BCAA","gln_GluFamCorr","glu_GluFamCorr","his_GluFam","ile_GluFamCorr","leu_GluFamCorr","pro_GluFamCorr","val_GluFamCorr","ala_t","arg_t","asp_t","gln_t","glu_t","Gly_t","his_t","ile_t","leu_t","lys_t","met_t","phe_t","pro_t","ser_t","trp_t","try_t","val_t"
"A7446",1.291486352,1.105378317,1.145916359,2.149980796,1.07961383,0.61898371,4.105610701,1.372985647,1.559757971,2.648869416,0.789357943,1.054300001,-1.413881541,-0.459432978,0.763715284,0.913832353,0.727791878,1.301252497,0.266099249,0.964188397,1.218092529,1.218092529,0.054816993,0.573662429,0.740337218,1.064132477,0.844771589,0.295439035,0.589367314,0.504346898,7.685411177,0.545592162,89.2355715,0.425317082,1.180116046,0.383490845,0.66349371,0.196926322,1.341711617,9.808940203,0.595153838,38.89683795,2.267220326,0.936926463,1.081570047,0.885442536,0.691847935,0.939289147,1.420491744,1.120827477,1.68838014,1.657397759,1.170137362,1.176215374
"A7449",1.450353421,1.138717466,1.135128371,3.327304129,1.070399439,0.617472281,4.884293257,1.459243494,1.732947457,3.094159767,0.784121087,1.05371007,-1.688586365,-0.465097462,0.770476503,0.942518728,0.720734665,1.43889212,0.282980605,0.956010162,1.204728133,1.204728133,0.052635357,0.62050301,1.023857869,1.218785879,0.98022876,0.305455876,0.580889387,0.507282082,10.4222956,0.632208651,86.42850472,0.423621354,1.185789713,0.372397853,0.658728417,0.206478505,1.336658183,10.51002664,0.92125754,37.23677842,2.420010588,1.05072506,1.043254347,0.938702455,0.728991918,0.951642038,1.522521804,1.080010062,1.761288864,1.720810515,1.190372917,1.139819633
"A7460",1.191205937,1.083501842,1.126397187,2.651929584,1.091424712,0.699048402,4.201363956,1.424638922,1.643623558,2.83811866,0.796187844,1.02889546,-1.438481013,-0.297141406,0.750453797,0.920042982,0.743513163,1.281214806,0.259404783,0.954546096,1.192105822,1.192105822,0.253118863,0.556772484,0.837126662,1.09301165,0.816408668,0.266354699,0.56486444,0.563842727,9.851457953,0.655004035,101.2081359,0.391303751,1.198134481,0.364663616,0.657823202,0.17953982,1.356105293,8.448123473,0.770190007,46.32257588,2.559397843,1.009873767,1.024278633,0.941005062,0.744204182,0.941685963,1.724074651,1.101515394,1.751522079,1.659074562,1.181420905,1.175303629
"A7472",1.377848571,1.137162386,1.114061123,2.811673703,1.082981572,0.647837844,4.816824944,1.498129705,1.810742977,3.041987535,0.769411688,1.03390282,-1.538114677,-0.417019501,0.75439324,0.895233952,0.723040237,1.370603761,0.277098345,0.961606286,1.181349572,1.181349572,0.116818679,0.584243594,0.951685925,1.209473857,0.937874946,0.271787867,0.549303586,0.577928587,9.754283569,0.67062711,106.3046579,0.385742265,1.207772127,0.370054624,0.652740524,0.200195457,1.322883617,9.124344571,0.77355983,45.56167332,2.52475723,1.074452132,1.006249459,0.985461167,0.73719805,0.91681522,1.771545476,1.106474845,1.764164295,1.651210722,1.180083046,1.160708232
"A7477",1.235510465,1.114952028,1.127724004,2.669241894,1.081492741,0.583392797,5.241389894,1.499260739,1.812520917,2.966248452,0.777656867,1.041765159,-1.407079373,-0.273412027,0.766546272,0.89712103,0.706446042,1.362272409,0.274382373,0.965901814,1.198783557,1.198783557,0.11135216,0.585979973,0.900255163,1.207113783,0.874451344,0.266997606,0.547372495,0.585221092,9.227682236,0.643116567,118.5392511,0.385522778,1.207212346,0.387279589,0.656104352,0.178255141,1.34272231,9.515282321,0.734480323,43.01455525,2.152811285,1.211345403,0.998834574,0.990984983,0.731100778,0.927659608,1.630957688,1.131935766,1.840756581,1.644105632,1.133252869,1.160811702
"A7479",1.598788219,1.150746822,1.141861945,3.049882987,1.075192692,0.61061231,5.530926533,1.554027774,1.895142047,3.225897489,0.768641612,1.073378039,-1.731549421,-0.473253341,NA,0.882829267,0.70497533,1.452200759,0.277761561,0.977578989,1.240943083,1.240943083,0.031098047,0.610055508,1.039040795,1.306640552,1.065049308,0.27549969,0.553839581,0.570168611,9.774694688,0.662224771,109.429747,0.386406344,1.206667008,0.359484885,0.651044281,0.242205989,1.309559242,10.5269184,0.840854733,39.08718978,2.307205656,1.262815674,0.972632123,1.021318101,0.765853028,0.916546237,1.242251919,1.063450416,1.732367568,1.628130177,1.133428773,1.126879255
"A7482",1.284801539,1.122640614,1.138303429,2.7122513,1.088563247,0.666178003,4.966171719,1.494121842,1.766612942,2.943274003,0.775465702,1.048644626,-1.736799132,-0.239118729,0.755023958,0.887788519,0.711382127,1.335902313,0.266382762,0.966224363,1.199596059,1.199596059,0.23210789,0.569634355,0.949731115,1.176420705,0.882733493,0.258379067,0.552178994,0.587153968,9.792558052,0.691181398,124.8622584,0.376480032,1.208352281,0.338084494,0.651709943,0.195232759,1.321657189,9.494739239,0.773304241,46.73172043,2.487775625,1.215154554,0.988594455,0.985746628,0.7486043,0.91431354,1.491837189,1.047510152,1.828046985,1.624219863,1.123973357,1.160121366
"A7483",1.688328741,1.148092658,1.150449285,3.1913781,1.077357919,0.520737039,5.871091759,1.641446094,1.881502208,3.288191085,0.757081297,1.072733902,-1.808987022,-0.315469877,0.736977634,0.93081595,0.668330624,1.448984268,0.284882116,0.969122654,1.198368089,1.198368089,0.010594269,0.604220513,1.064250053,1.323032952,1.088937121,0.227694297,0.565430653,0.596838101,10.41351677,0.682785281,126.908198,0.354350498,1.208050349,0.349479891,0.646782195,0.254282199,1.322967816,11.47870181,0.866941237,43.18174839,1.95258376,1.315410442,0.927721541,1.002886083,0.759332346,0.903440155,1.300983361,1.057054678,1.868114045,1.702389144,1.053001633,1.138226599
"A7490",1.174806652,1.101813313,1.142284576,2.307545116,1.085749699,0.691684114,4.271134501,1.448487877,1.649185701,2.699148339,0.770506,1.037862553,-1.427151836,-0.289806838,0.757171854,0.866781121,0.713452375,1.308817264,0.264577856,0.972649071,1.211134542,1.211134542,0.247176161,0.570922226,0.827715923,1.120362899,0.80001642,0.261712202,0.575372619,0.554082405,8.246888778,0.628892424,93.26938994,0.393905615,1.192327961,0.374976999,0.660366873,0.178906914,1.341860534,9.527976801,0.642294294,43.34320061,2.590527526,0.985184699,1.02058112,0.930271118,0.743702255,0.901918866,1.626914644,1.112795328,1.782897034,1.594657446,1.122995177,1.172202389
"A7492",1.446963343,1.147507523,1.179048055,2.821388426,1.077333117,0.592633449,5.121705234,1.519630205,1.816873151,3.094015219,0.759038356,1.047634129,-1.75901301,-0.580104456,NA,0.89559044,0.700765236,1.354632857,0.282795544,0.967566704,1.208645849,1.208645849,-0.045920815,0.602408511,1.017547887,1.205317331,0.958191874,0.255227668,0.547463783,0.594941459,9.28740514,0.664781472,103.058812,0.390259717,1.201439241,0.352513294,0.668871629,0.205952719,1.319929694,13.1396493,0.755756311,42.27586281,2.263691975,1.110092233,1.000853112,0.976556635,0.730245287,0.904340641,1.603289624,1.063325434,1.693465754,1.652745811,1.138896349,1.177075463
"A7496",1.415974219,1.08608273,1.186651807,2.144076666,1.086104889,0.670824488,4.122965325,1.424638561,1.645544275,2.752168086,0.780677702,1.046379224,-1.475593367,-0.129769847,0.74930409,0.917266025,0.734077142,1.29093034,0.257513638,0.960885566,1.232348056,1.232348056,0.307352117,0.565038538,0.787692565,1.09752994,0.896080023,0.270594209,0.567191899,0.556765953,7.841018172,0.606389036,94.4408225,0.396876864,1.195050548,0.366926794,0.660149294,0.235484674,1.350311872,11.17437087,0.615079009,41.2114995,2.432451245,1.014927901,1.021317184,0.944724546,0.734162388,0.910205729,1.470251222,1.092944876,1.85569026,1.656261888,1.155845765,1.166977862
"A7498",1.340015252,1.117386676,1.173855095,2.492361379,1.083500348,0.637356083,4.925765321,1.416859025,1.676202506,2.815622824,0.784102973,1.049315622,-1.184113273,-0.233651627,0.771141655,0.889132319,0.717704717,1.310228272,0.264198706,0.97071086,1.235488048,1.235488048,0.204376386,0.575126868,0.829391881,1.115407669,0.886074175,0.28487576,0.562379543,0.550603336,8.848114361,0.617872747,116.0110549,0.407582763,1.194964617,0.417599995,0.6620584,0.207650644,1.324830449,11.06686126,0.705563198,41.41463673,2.343527512,1.205473035,1.041323195,0.945758592,0.727638006,0.926468318,1.469869176,1.177923535,1.820264283,1.627567946,1.134454551,1.169160552
"A7502",1.583000243,1.136728637,1.154746661,2.74569588,1.075195114,0.642359635,4.742535166,1.511992251,1.730538826,3.042907909,0.817449557,1.06523313,-1.816095026,-0.272878831,0.7773989,0.861988403,0.715290019,1.443238549,0.278517518,0.979077498,1.230660749,1.230660749,0.186574911,0.605467036,0.985680477,1.24193234,1.024730923,0.274504406,0.589892838,0.523031107,8.815097842,0.630260315,86.53208542,0.393982816,1.191028894,0.349716775,0.648508695,0.246202911,1.330992665,11.10747344,0.738553555,39.05690067,2.478936277,1.023638734,0.997871251,0.946162601,0.724832501,1.008037596,1.354728609,1.04672479,1.85946757,1.608911625,1.163290046,1.131895119
"A7504",1.614676583,1.163264957,1.115170242,3.222549987,1.070317396,0.566282759,5.282471524,1.531230536,1.838961765,3.290269041,0.770165046,1.062544709,-1.51525208,-0.543056515,0.75160976,0.87882168,0.693732119,1.463026203,0.302391175,0.978502674,1.178957403,1.178957403,-0.07006418,0.62259222,1.028686968,1.287366946,1.064770582,0.282128049,0.567367807,0.54608308,9.997959441,0.642149901,98.03779038,0.398985286,1.197220289,0.397121,0.654447629,0.214453973,1.332039985,10.77201421,0.818338775,42.42448934,2.305630015,1.048772027,1.023697998,0.954621035,0.714399262,0.948296617,1.501369385,1.146700077,1.792578686,1.659081723,1.156770471,1.155509554
"A7506",1.422805432,1.125010292,1.147677374,2.894418625,1.087925576,0.609285946,5.109242996,1.474589809,1.805704062,3.025738186,0.77010345,1.048323491,-1.704450388,-0.356596477,0.763922339,0.874680853,0.711010417,1.35362529,0.269017254,0.971389119,1.214404391,1.214404391,0.098893602,0.571490734,0.971974332,1.189686493,0.946678014,0.278210496,0.545327556,0.577849775,10.32466346,0.690141319,129.3339678,0.383520849,1.212057185,0.34141946,0.648297279,0.220422002,1.323696184,10.08080217,0.823222787,47.23246075,2.260678553,1.230935098,1.00689343,0.998035323,0.755240506,0.907064231,1.514157675,1.057447056,1.765281387,1.613046332,1.129341435,1.156104427
"A7507",1.206855864,1.104073567,1.141881255,2.8647174,1.077759447,0.538490916,4.756752213,1.452949354,1.740350632,2.643662256,0.763008797,1.049214799,-1.64843971,-0.459050955,0.758506762,0.849954111,0.696302752,1.349888094,0.279422426,0.979484994,1.210486439,1.210486439,-0.042066511,0.596121541,0.915676868,1.166428072,0.852005083,0.283503663,0.559029746,0.555510155,9.547322367,0.626108998,93.47488468,0.40903218,1.194864831,0.364062025,0.665069352,0.164403497,1.365730475,10.55746733,0.77577961,41.58451422,2.030229369,1.018772493,1.0419554,0.947983584,0.653310421,0.905925986,1.555332844,1.083926677,1.743535928,1.583033644,1.117491351,1.172669608
"A7508",1.526640951,1.177534519,1.147435103,3.004244593,1.078605651,0.566327541,5.309325066,1.475683727,1.708310529,3.040902386,0.778980371,1.054088492,-1.810081785,-0.334695335,0.756868807,0.886067688,0.708064737,1.375029129,0.280817737,0.971269813,1.211444311,1.211444311,0.046248898,0.602417808,1.105748722,1.182412384,0.976238265,0.273643844,0.575997415,0.542792346,9.784324126,0.690253673,108.0851951,0.404724039,1.189261281,0.347723663,0.663003478,0.224640994,1.289606825,10.91998453,0.81543195,42.65502266,2.118939641,1.175170669,1.02666453,0.932207859,0.726258001,0.938477887,1.505754783,1.050234341,1.831277466,1.641647088,1.14804941,1.163974752
"A7514",1.626930941,1.177035504,1.164126906,2.988961768,1.076931495,0.535757536,6.685022234,1.529595971,1.840245473,3.287301301,0.761783523,1.053953482,-1.688336433,-0.621240314,0.765600425,0.922661079,0.715562477,1.439006216,0.280892664,0.961044415,1.220513107,1.220513107,-0.170207268,0.606206284,1.085469836,1.27299926,1.053665017,0.276450631,0.561520714,0.559274612,9.768393355,0.686287284,153.7062548,0.38872871,1.203139884,0.366597375,0.650108845,0.249237511,1.287169768,11.93780484,0.817549055,41.56850729,2.000246312,NA,0.989365732,0.991763384,0.769311101,0.907522354,1.507495933,1.079616025,1.658804068,1.688850899,1.170639476,1.136612825
"A7515",1.461371855,1.156374745,1.180561775,3.099070718,1.072536702,0.563204994,5.468790785,1.447037636,1.716347532,3.177383844,0.760828928,1.047134262,-1.486127217,-0.356632275,0.754354442,0.908335356,0.711556085,1.370036927,0.277710329,0.96436512,1.231858016,1.231858016,0.034142053,0.614632193,1.00116247,1.172366443,0.955415759,0.289971871,0.569640911,0.53652356,9.846677456,0.641480326,105.4634659,0.425519139,1.185077973,0.396038974,0.672846457,0.215826976,1.306290724,12.69715297,0.864577608,37.13082421,2.120249889,1.260196678,1.044895217,0.939067621,0.760094752,0.901637589,1.578128025,1.118780927,1.804615581,1.662783948,1.153441092,1.163058257
"A7518",1.561762367,1.101194986,1.152137977,2.741964194,1.078648821,0.580811198,4.858214962,1.46439847,1.732236557,2.917910683,0.7743936,1.059566622,-1.511949693,-0.439326176,0.761297348,0.89038136,0.713440059,1.397038311,0.277473823,0.971355552,1.21479661,1.21479661,-0.000274132,0.590140587,0.882590651,1.199520878,1.004154753,0.28958066,0.571210336,0.532692171,9.33554351,0.616659064,103.0647853,0.40146602,1.196004504,0.37882754,0.650266404,0.23490118,1.36685115,11.09602215,0.749909779,41.67513412,2.176192969,1.080631067,1.03234095,0.946791068,0.713040223,0.927260802,1.404713202,1.114072234,1.751856121,1.638503141,1.156194957,1.149943663
"A7520",1.393477826,1.110376504,1.177007281,2.98880656,1.076467604,0.632840044,4.844469638,1.482059541,1.755014632,2.835007894,0.811842115,1.051443638,-1.710483622,-0.255882839,0.767099187,0.898697205,0.708128382,1.403143573,0.273373511,0.966869139,1.234327171,1.234327171,0.190652652,0.600492951,0.943858797,1.211668465,0.950031347,0.284039754,0.570102778,0.541111386,9.898432134,0.637791106,96.39952278,0.401697481,1.195294376,0.359254391,0.655076736,0.207535974,1.349490635,12.01837925,0.844149749,38.74911962,2.422698609,1.107995133,1.009486257,0.966554343,0.708223594,0.991493973,1.496515879,1.063759907,1.851328883,1.649599193,1.135156866,1.140808753
"A7521",1.341749527,1.141922536,1.110994411,2.887842978,1.076939166,0.601564331,5.350554327,1.361727775,1.768715024,3.102713887,0.775467775,1.053919278,-1.535572289,-0.423797888,0.765748541,0.884896736,0.702794028,1.373303779,0.276254639,0.973130696,1.195484461,1.195484461,0.047015635,0.600651594,0.97893636,1.171420076,0.868014833,0.314830289,0.557521466,0.528074005,9.424352919,0.646556187,111.3118801,0.452253312,1.192079574,0.380496112,0.670802244,0.196903148,1.315139229,8.940868452,0.792715614,39.91773437,2.266578998,1.223261414,1.112931895,0.913722385,0.750882768,0.925520303,1.477485787,1.104226315,1.751972471,1.687480532,1.126076662,1.195622623
"A7522",1.367851208,1.097971829,1.279068993,2.628803947,1.082999822,0.706050262,4.036560369,1.469679186,1.75698913,2.7661002,0.776942277,1.054232961,-1.60186822,-0.158576474,0.787781465,0.887338747,0.720608964,1.350044799,0.245930723,0.971895958,NA,NA,0.317363949,0.57705202,0.86543706,1.175881835,0.922478649,0.280501165,0.554727087,0.563563103,9.193761699,0.619004578,81.9251352,0.39248682,1.204195532,0.358764187,0.652950819,0.248423447,1.32214198,15.32638727,0.808474914,34.81039682,2.442998316,1.048282045,0.96952972,1.028734006,0.767362251,0.884934582,1.299017623,1.047210988,1.765631012,1.604493618,1.090294783,1.118264218
"A7523",1.346720727,1.128467379,1.202692548,2.868918739,1.080399374,0.657862441,4.177073884,1.538928855,1.810717618,2.915692823,0.756355364,1.046981983,-1.604710397,-0.358144008,0.77279785,0.878919231,0.712859402,1.38205127,0.264379439,0.967527193,1.256126416,1.256126416,0.156440581,0.589567104,0.923832569,1.230890182,0.931628352,0.254867849,0.556360423,0.584836398,9.741403228,0.648987576,82.41234039,0.376471751,1.205685373,0.365127772,0.653491575,0.209741791,1.31256329,12.70414533,0.837049268,38.98694523,2.435402998,0.9725641,0.957196982,1.01193132,0.748171053,0.876147576,1.4986761,1.073549227,1.743424257,1.612911506,1.126944916,1.135844424
"A7525",1.255899386,1.142891467,1.116282133,2.965200563,1.077236399,0.524198512,5.285753956,1.473863819,1.717914852,3.086434526,0.760678813,1.047046432,-1.484794679,-0.458884554,0.76002765,0.892670924,0.700965882,1.395423753,0.284649263,0.967564347,1.188509036,1.188509036,-0.083123899,0.600838253,0.973807347,1.195774099,0.88848504,0.281364514,0.578271499,0.532636712,9.72707163,0.652608987,110.2394019,0.404997852,1.190551124,0.386634583,0.657255503,0.168542983,1.327180458,9.637607886,0.794216317,42.76217696,1.963894151,1.150866048,1.03543474,0.929468946,0.724004137,0.909813717,1.615207638,1.128320613,1.770423302,1.653146612,1.143720645,1.160365965
"A81",1.593499234,1.129251425,1.185588927,2.65729626,1.082811218,0.584373778,4.145121499,1.475719986,1.771872386,3.075386183,0.772547462,1.051437302,-1.795851372,-0.502238919,0.770833653,0.888139401,0.718580677,1.364949593,0.270107315,0.970054139,1.240766552,1.240766552,-0.024683551,0.581350265,0.905654074,1.189808289,1.002407092,0.280513506,0.555936627,0.562292778,9.243772653,0.647069948,87.60365451,0.392359141,1.204160329,0.340283976,0.651991655,0.259856257,1.320728375,12.23700205,0.741589339,42.84830527,2.152155602,0.936400945,1.010831629,0.980420087,0.762815492,0.913261332,1.473733145,1.043771305,1.678502388,1.631775097,1.154393982,1.152056364
"A8213",1.43021673,1.094904266,1.134111092,2.617213167,1.085044385,0.661146155,4.780542422,1.364099696,1.664199039,2.777955668,0.769161112,1.049899404,-1.75793648,-0.3306345,0.76374651,0.904608058,0.725018007,1.251851352,0.264789013,0.963090843,1.208159742,1.208159742,0.189369182,0.573406963,0.890471559,1.058457758,0.908571602,0.297678566,0.542897437,0.562472624,9.31357805,0.644225092,111.9737784,0.427896068,1.194091285,0.34272726,0.677504516,0.192378472,1.354859785,9.269062323,0.744403226,43.02916927,2.450094042,1.147013364,1.084866498,0.939213735,0.716503714,0.900646834,1.467437456,1.046635606,1.764933424,1.648529477,1.157170804,1.199606629
"A8214",1.264093273,1.180195689,1.142430134,2.894387646,1.079402419,0.615098677,5.15765325,1.459826195,1.710990106,3.030784671,0.767072536,1.047141346,-1.724799744,-0.522900498,0.767851917,0.900542113,0.712842957,1.366535007,0.276355445,0.967526449,1.210547311,1.210547311,0.136586244,0.59830906,1.05318068,1.173682522,0.871554222,0.281724823,0.572124408,0.540588851,9.784496718,0.678044589,104.7943636,0.409010497,1.190289214,0.3594904,0.662634318,0.184287917,1.28083263,10.28586618,0.812892305,41.85432385,2.762442046,1.156763559,1.032342221,0.939308923,0.736288004,0.90972,1.564322274,1.066465198,1.691654165,1.65208833,1.145883035,1.160755838
"A8215",1.37247545,1.151962055,1.148700782,2.777828368,1.081894981,0.572112963,5.122723357,1.456385203,1.732955631,3.167294469,0.760918692,1.046208105,-1.655255279,-0.263923377,0.751891334,0.946485599,0.716568203,1.331233371,0.269048709,0.953628254,1.207640688,1.207640688,0.09619417,0.588234828,0.982032419,1.153739653,0.908970917,0.274536116,0.556615757,0.567087954,9.499352698,0.672792351,112.9601008,0.402963828,1.197066541,0.359928635,0.665421759,0.212035278,1.298386749,10.15097643,0.784593838,41.68048459,2.083940668,1.219040412,1.020333182,0.964609373,0.781913261,0.890207138,1.541793296,1.070668263,1.821958564,1.699156026,1.144893268,1.166652324
"A8222",1.310956878,1.109753179,1.184603327,2.348637597,1.080112179,0.646889617,4.217833691,1.357408709,1.569998147,2.797351747,0.794720828,1.059231981,-1.506843127,-0.159224387,0.760638099,0.90397875,0.723374745,1.298307066,0.26320763,0.966611858,1.236548156,1.236548156,0.261943726,0.582473913,0.845267093,1.060496143,0.858370056,0.29925502,0.5830202,0.504887746,8.290280519,0.601482462,88.11063293,0.439623255,1.177427379,0.374515513,0.670774387,0.202301677,1.334114308,11.4852767,0.667968759,38.45589238,2.382895669,0.996437731,1.087062271,0.89440662,0.723415085,0.94293902,1.322148692,1.095187867,1.866519052,1.648013934,1.146304655,1.172595756
"A8235",1.410944245,1.144619472,1.13084529,2.914156156,1.075319953,0.602134423,5.13179098,1.476001959,1.737669012,3.092523693,0.806198433,1.064150353,-1.473088394,-0.28404578,0.775964872,0.886422229,0.720105614,1.372665192,0.281501973,0.970866005,1.210145077,1.210145077,0.131676852,0.604681264,0.976202416,1.187653971,0.943469793,0.275649437,0.56685136,0.553002199,9.550791207,0.640958873,102.5487498,0.406554788,1.191697107,0.391698938,0.665830234,0.200260395,1.324539419,10.21823909,0.791498418,40.41580635,2.321525596,1.130538328,1.027788575,0.943722467,0.731655234,0.991456833,1.384762753,1.127608336,1.870003913,1.645796909,1.183733474,1.166850838
"A8236",1.342918357,1.112417809,1.151146491,2.925677857,1.081918948,0.642582717,5.230914863,1.493539966,1.726605961,3.06051331,0.776720557,1.054068876,-1.490222412,-0.547038335,0.75044613,0.906257692,0.702012034,1.400561041,0.273309275,0.967950624,1.207889541,1.207889541,0.050733967,0.585364923,0.920403638,1.207380332,0.916055332,0.274374093,0.579060555,0.538108725,10.1210319,0.654702866,120.2233253,0.388002749,1.197406879,0.376182983,0.64610573,0.202573602,1.345267633,10.72087286,0.828952425,43.23989593,2.45480923,1.232846938,1.002896935,0.953793334,0.75221579,0.925382382,1.462530214,1.11117514,1.669260333,1.6587438,1.113842441,1.141677543
"A8239",1.265251492,1.129536919,1.104597369,2.958414417,1.079270584,0.64837705,5.679927072,1.584275414,1.896271553,3.250307466,0.762080586,1.034573695,-1.632237398,-0.61984038,0.743609675,0.863051629,0.693136038,1.4467381,0.287593204,0.969374282,1.166012065,1.166012065,0.01766066,0.595478585,0.98179608,1.307660237,0.92527533,0.255106001,0.555425615,0.585271763,9.905656709,0.66465918,128.5282578,0.36519297,1.213115096,0.365792449,0.641672133,0.167241978,1.348078878,9.312060334,0.782574333,45.79163171,2.602494783,1.241087663,0.965496279,1.004507788,0.744353862,0.91571469,1.827181007,1.10021977,1.687163165,1.617651545,1.125944149,1.142343279
"A8240",1.621637228,1.127593826,1.128018079,2.754311994,1.075125025,0.588333814,3.810977818,1.483757747,1.752767509,3.114271741,0.770477307,1.055533435,-1.682589825,-0.299381057,0.777388069,0.888087825,0.695315781,1.364750965,0.278363162,0.973697022,1.223535775,1.223535775,0.101533033,0.602203526,0.914721872,1.189300298,1.00894431,0.272335666,0.561848423,0.561861846,9.153615695,0.616774223,73.54379634,0.404250718,1.193831877,0.361732682,0.666957429,0.246055989,1.335483029,9.830573117,0.75130413,39.20039413,2.210960322,0.843325582,1.020141093,0.954668351,0.745420086,0.921007462,1.465369931,1.075000757,1.847800977,1.635784463,1.108833808,1.166432037
"A8241",1.599743053,1.138384718,1.114011399,2.940581739,1.07358576,0.560260007,5.54986148,1.54416906,1.832204708,3.284509563,0.776580285,1.070705648,-1.495758315,-0.38606745,0.764846068,0.884684823,0.687411536,1.466574201,0.293396769,0.975864713,1.187444959,1.187444959,0.022093,0.610866189,0.977368292,1.294266755,1.060523601,0.275127316,0.571666091,0.547643279,9.472998975,0.638701031,111.9889135,0.386816262,1.200627883,0.392468254,0.646530503,0.223617807,1.345986546,10.12947602,0.761063223,42.4999063,2.202919565,1.15886758,0.99974941,0.966126946,0.7362252,0.950035873,1.359924014,1.13929982,1.859242514,1.658188123,1.121088286,1.14201038
"A8256",1.364541454,1.160719554,1.095001932,3.12720701,1.07632719,0.527977126,5.745553995,1.450220737,1.776671512,3.268144499,0.767987744,1.052610628,-1.609536364,-0.476145165,0.748161382,0.899264254,0.703988019,1.421130373,0.292732312,0.967476605,1.165105135,1.165105135,-0.09023478,0.606511691,1.045252254,1.215928927,0.94768817,0.312596267,0.563659142,0.523270254,10.17886144,0.672766241,120.9406325,0.417634969,1.195678457,0.375057492,0.654386232,0.18081499,1.322289274,9.207473397,0.819897386,44.87532168,2.035314304,1.21056795,1.067717674,0.942010966,0.734897335,0.932874266,1.584848989,1.111901138,1.79546705,1.672208677,1.169672825,1.160372595
"A8264",1.382751487,1.131267751,1.202783495,2.673237816,1.076020955,0.612572648,4.984361394,1.482600885,1.758038154,2.838400115,0.764928385,1.050071863,-1.602896029,-0.373256739,0.768875402,0.8886964,0.706874942,1.393770939,0.268919334,0.969261988,1.257017334,1.257017334,0.088246615,0.600450085,0.9433681,1.208439955,0.94379057,0.280966616,0.567668127,0.54654828,8.87850929,0.629028729,100.1122959,0.401794775,1.195304137,0.371815885,0.657397641,0.211419772,1.321150076,13.18890989,0.752910324,37.09935659,2.268395987,1.188723528,1.000426234,0.976372178,0.719065108,0.897805946,1.486708175,1.080341797,1.752625448,1.63032957,1.12202961,1.137210202
"A8265",1.368089825,1.125627925,1.154205142,2.964318781,1.078414349,0.589621985,4.824213912,1.473721518,1.767325902,3.169526688,0.772121466,1.046740753,-1.777047063,-0.458497722,0.750708315,0.855042074,0.702981444,1.383741795,0.28195454,0.977173215,1.208476985,1.208476985,0.018183655,0.596895062,0.979744423,1.200866003,0.930224827,0.284473018,0.561583184,0.551275024,9.889254462,0.65742197,98.4900256,0.403475721,1.197636903,0.350501571,0.658142492,0.192230504,1.343713881,11.44642006,0.802275868,43.19527513,2.271808991,1.036176966,1.03279043,0.955776524,0.743892011,0.927984964,1.606463555,1.061698234,1.76122553,1.603795702,1.143011388,1.162583399
"A8271",1.362164598,1.082181688,1.186011716,2.507186846,1.075770057,0.568872286,4.461798798,1.388852207,1.639939614,2.82062576,0.790960087,1.050669493,-2.026676663,-0.283046105,0.774235939,0.863291331,0.697563578,1.342554951,0.271623019,0.977024447,1.247016642,1.247016642,0.09301452,0.597113833,0.860331596,1.114033424,0.896424245,0.308178092,0.576748731,0.509498432,8.446685499,0.601354555,86.9767047,0.43675872,1.181789028,0.323244602,0.66901373,0.203000779,1.379288723,12.37523385,0.693238417,37.68077755,2.102923698,1.003864054,1.079337651,0.914788188,0.707780223,0.949604256,1.49580779,0.997358267,1.822643371,1.601060182,1.100001274,1.166372971
"A8274",1.427459516,1.093769276,1.217908353,2.523840513,1.08209793,0.635256,4.428268632,1.500031793,1.830668369,2.966681299,0.760454863,1.046425661,-1.172132239,-0.223908298,0.765568718,0.907136405,0.716438434,1.34637438,0.259125718,0.963780673,1.261569866,1.261569866,0.208343078,0.57682957,0.817202575,1.194830207,0.948426963,0.264666287,0.539408336,0.596366519,8.913984057,0.602866145,97.086241,0.378765197,1.213198552,0.415563468,0.653492536,0.239578122,1.345583979,13.02643071,0.728182651,38.54191321,2.294067189,1.085887683,0.969394399,1.034184317,0.775046581,0.876130695,1.473679279,1.165601648,1.798014217,1.644587922,1.118008589,1.142284554
"A8275",1.323642772,1.131935894,1.134448267,2.748925862,1.082820967,0.675796452,4.726537959,1.395019755,1.652419593,3.187447453,0.789566625,1.050483588,-1.479553954,-0.096092096,0.761202668,0.943805781,0.729313882,1.322949394,0.265363779,0.955424505,1.202697825,1.202697825,0.332345016,0.583628367,0.930888516,1.109512711,0.880706619,0.300710443,0.569080977,0.52759478,9.55479873,0.661057012,102.2356254,0.422778598,1.188789305,0.377097696,0.664328033,0.203624316,1.31041808,9.25228883,0.789103569,41.31314005,2.523668319,1.136508013,1.060859453,0.932283327,0.798860012,0.938825636,1.463727987,1.102473599,1.919037494,1.692091727,1.170248677,1.164836368
