"Taxa","ala","arg","asp","gln","glu","Gly","his","ile","leu","lys","met","phe","pro","ser","thr","trp","try","val","Total","ShikFam","AspFam","AspFam_Asp","SerFam","GluFam","GluFam_glu","BCAA","PyrFam","ile_BCAA","leu_BCAA","val_BCAA","gln_GluFamCorr","glu_GluFamCorr","his_GluFam","ile_GluFamCorr","leu_GluFamCorr","pro_GluFamCorr","val_GluFamCorr","ala_t","arg_t","asp_t","gln_t","glu_t","Gly_t","his_t","ile_t","leu_t","lys_t","met_t","phe_t","pro_t","ser_t","trp_t","try_t","val_t"
"A1",1.55285213,1.159599715,1.135214834,2.66863819,1.077452458,0.601829621,4.938551727,1.463133897,1.701403458,3.038632645,0.773182013,1.058349579,-1.303646873,-0.36032149,0.766762992,0.875723364,0.725707933,1.350086953,0.279912938,0.973346543,1.207287674,1.207287674,0.085500274,0.594490565,0.902183712,1.16141506,0.970001337,0.272881588,0.57018409,0.55084976,9.009902069,0.619798204,102.7016705,0.404561218,1.190838769,0.416214756,0.664825528,0.233307059,1.304030637,10.29807365,0.729093987,41.45228533,2.303667226,1.086934329,1.035942158,0.929388661,0.728382425,0.927413078,1.440155864,1.175128617,1.81254681,1.624701296,1.193774029,1.174911229
"A116",1.558380402,1.147519836,1.209281968,2.590687145,1.08031184,0.661365024,4.80665391,1.475092342,1.693728948,2.890940266,0.771227722,1.047641643,-1.576111922,-0.25383894,0.763873668,0.895310354,0.719664211,1.35373601,0.265232743,0.966748322,1.258281614,1.258281614,0.21955165,0.59066727,0.939078147,1.163442084,0.959063953,0.265174595,0.575038254,0.549574884,8.836488942,0.655219804,101.5216845,0.397857833,1.191007436,0.370451061,0.661495313,0.264906292,1.293270718,13.11798719,0.735465235,39.07951141,2.453496967,1.159395308,0.998961589,0.952346515,0.74106417,0.904328896,1.497443293,1.081799699,1.810088324,1.633457608,1.145226234,1.150345093
"A126",1.037376674,1.094558774,1.148481286,2.405928786,1.087352442,0.827302583,4.064794935,1.499666933,1.783630223,2.614252991,0.761576568,1.036635061,-1.44293717,-0.148575752,0.758385968,0.894488591,0.742908987,1.297623401,0.256061646,0.961008374,1.209567966,1.209567966,0.470362099,0.566235892,0.821823605,1.153666054,0.755358892,0.244164966,0.53738208,0.615600699,8.825884831,0.634844957,93.44099781,0.373040944,1.211319624,0.37218052,0.659890345,0.16324164,1.336361523,9.267580081,0.699738347,41.94267948,NA,0.997608938,0.967756097,1.014093725,0.712942646,0.876769974,1.591230523,1.098642387,1.83248987,1.619230549,1.180354081,1.163260879
"A149",1.305834379,1.106587063,1.156504247,2.642794525,1.09339454,0.662268629,4.335919424,1.414253948,1.623903499,2.691846921,0.775491507,1.036990802,-1.625185801,-0.177769578,0.773243616,0.851102006,0.718085978,1.309659997,0.257444434,0.973094801,1.224766264,1.224766264,0.272180489,0.554720385,0.88098796,1.099288194,0.863869981,0.280275307,0.577185926,0.534836062,9.946418535,0.684486189,108.748555,0.393417818,1.196376679,0.345655768,0.648319857,0.212565687,1.324387166,9.673550046,0.778232769,47.98640011,2.403982035,1.066271125,1.029804196,0.933722666,0.723837282,0.902431392,1.596008679,1.062503681,1.819992584,1.570684923,1.120525111,1.158293129
"A166",1.250325113,1.113159707,1.122352479,2.641557628,1.086975825,0.621977836,4.28772769,1.477947946,1.756209351,2.934514999,0.783233786,1.046245309,-1.737384052,-0.372394258,0.765216235,0.834234266,0.706649661,1.340678312,0.271648094,0.983420609,1.19617037,1.19617037,0.099769456,0.571584264,0.899586184,1.171822173,0.861634676,0.268795124,0.554819901,0.574097709,9.504245938,0.665723014,94.43839737,0.384076624,1.205878206,0.342457317,0.651862869,0.182808241,1.342648952,9.284337749,0.733975626,47.40446485,2.326139446,0.953358629,1.012351871,0.969053681,0.730748706,0.935296966,1.554664039,1.059366259,1.767569603,1.563444488,1.129464218,1.166657908
"A1716",1.727306915,1.165557654,1.090777963,3.224010302,1.065071739,0.542582311,5.192229135,1.597650343,1.979253556,3.51559879,0.753597333,1.063259633,-1.665269573,-0.709808151,0.754188519,0.890411295,0.668756155,1.595223287,0.314128853,0.976367442,1.164348299,1.164348299,-0.225818154,0.640045205,1.052245854,1.435830787,1.183422228,0.295658553,0.566203979,0.534397023,9.54475431,0.623065525,85.55972147,0.389520566,1.205820509,0.388328837,0.637935822,0.217970828,1.342944749,10.26066316,0.780317159,40.80663124,2.169186795,0.953536132,1.000089976,0.993171585,0.722277958,0.930446007,1.55060969,1.125493211,1.731633171,1.673859366,1.109804186,1.121531358
"A173",1.500511199,1.10924142,1.140873517,2.675946491,1.086177329,0.626313246,4.994710334,1.490757894,1.740914203,2.900771076,0.77488776,1.063633319,-1.712250152,-0.412668884,0.761943381,0.870508716,0.702276159,1.369189023,0.266418588,0.976082994,1.210754482,1.210754482,0.098262301,0.573462645,0.906607609,1.192038024,0.962008297,0.268131489,0.567564374,0.559162328,9.600932807,0.660600483,118.7484035,0.380491191,1.203650823,0.343228949,0.645862517,0.246250652,1.345732396,9.682654714,0.762332723,44.91378419,2.310503864,1.225865135,0.993069147,0.972561158,0.738588288,0.913396753,1.317772558,1.052733594,1.721609584,1.607551755,1.105022507,1.145682119
"A178",1.253969972,1.145334404,1.177261787,2.805231197,1.086377523,0.76877372,5.07426992,1.457391803,1.742926923,2.887199988,0.777505765,1.050293031,-1.608315203,-0.050446912,0.755423829,0.86699269,0.715507786,1.346579933,0.261935074,0.973104048,1.229999961,1.229999961,0.458550661,0.576058899,0.980769497,1.166352231,0.875800092,0.280999185,0.55686559,0.560919953,9.978705483,0.687629982,121.8964843,0.393418888,1.203093274,0.357112044,0.653130301,0.192672079,1.294355528,11.04075173,0.824484508,42.98627995,2.943775875,1.28104575,1.00638052,0.98343122,0.74908532,0.912051778,1.445136751,1.069160723,1.931201927,1.596042259,1.12177852,1.148101299
"A1859",1.454730582,1.143633554,1.117784398,3.024522487,1.06985552,0.631002894,5.932699575,1.605336341,1.919108259,3.289534632,0.763521996,1.058838001,-1.486060972,-0.482756357,0.774200101,0.930760015,0.70803478,1.452087033,0.287099855,0.961910234,1.195896299,1.195896299,0.0631952,0.622120401,0.992885266,1.323169247,1.006789824,0.249883717,0.552329414,0.593753348,9.448317238,0.628438865,114.3925041,0.375541897,1.206203891,0.401092327,0.656606549,0.203595321,1.330935644,9.916463191,0.805586398,37.85028589,2.523100232,1.313455302,0.95351557,1.015943736,0.752322756,0.91802692,1.473546796,1.132678164,1.767667404,1.708980944,1.164072993,1.139844471
"A1867",1.497652217,1.139428792,1.166698416,3.023890296,1.074800031,0.573788843,5.452462971,1.512068791,1.788134851,3.048927124,0.770477307,1.060677076,-1.758934714,-0.456616062,0.767903664,0.881159918,0.704257018,1.399589572,0.28047047,0.975169758,1.229280629,1.229280629,-0.022605941,0.610008204,1.014310281,1.230716849,0.99288279,0.271824078,0.56309446,0.560520942,9.709239043,0.653451619,107.3516608,0.400303031,1.19505034,0.355828953,0.663474977,0.218110507,1.325084526,12.34616398,0.823696195,39.53179283,2.156706673,1.215510137,1.004789099,0.966914896,0.729269161,0.924165059,1.407826663,1.060696148,1.75412947,1.627032972,1.137709897,1.153733525
"A1925",1.406779546,1.130271646,1.170571487,2.831020496,1.07496999,0.649073284,4.262304871,1.461612302,1.748443129,3.02253215,0.781489125,1.05649814,-1.441226073,-0.270909028,0.763528732,0.910180181,0.70304271,1.350028588,0.271228859,0.965824496,1.233843426,1.233843426,0.197979865,0.602371124,0.906817947,1.171005996,0.935059619,0.278234578,0.558140557,0.561442941,9.309964352,0.616864428,79.78564123,0.411047326,1.193343779,0.395527198,0.669947703,0.213369819,1.321860135,11.49947955,0.798788576,37.11066807,2.450719027,0.955607441,1.020179761,0.966907595,0.749452962,0.931598398,1.415187231,1.120850618,1.831280725,1.658596018,1.11676369,1.16106861
"A2",1.437586962,1.087713022,1.143047054,2.559740608,1.080287146,0.692580829,4.136824721,1.358744155,1.583880484,2.744641055,0.777948966,1.052234283,-1.293542693,-0.186461897,0.793592626,0.870237052,0.721382685,1.284244678,0.264387526,0.974272126,1.234885078,1.234885078,0.292906604,0.577467824,0.810893931,1.058537812,0.88879378,0.30149453,0.57548768,0.517157461,8.878668486,0.573402156,82.7012019,0.433826772,1.181970501,0.397536492,0.670446234,0.23022268,1.364729056,9.497935588,0.722208337,38.62958835,2.564837164,0.93127552,1.089951931,0.900083417,0.712016431,0.914694016,1.426410831,1.144386854,1.848738057,1.604176407,1.150586845,1.181785148
"A2057",1.586405676,1.168158367,1.14187491,2.85487938,1.07183078,0.587726849,5.614446947,1.49011706,1.722472836,3.236007197,0.780442868,1.054764131,-1.414764046,-0.447068333,0.758752279,0.896781236,0.699289317,1.404954342,0.286800014,0.968388816,1.205383142,1.205383142,0.014762003,0.616451364,0.993259222,1.208796557,1.007529139,0.276874437,0.580999848,0.533204226,9.055443512,0.635962962,108.8243069,0.410904748,1.185596744,0.407111755,0.664728518,0.228375504,1.303928939,11.14887625,0.755000965,39.07124065,2.290743388,1.219372618,1.029742307,0.927386123,0.74441037,0.949098668,1.524488692,1.149183902,1.787063001,1.654072069,1.142885518,1.159714333
"A2150",1.519984129,1.164354211,1.160583458,2.78853776,1.069493725,0.574427003,5.356274235,1.512420298,1.726611752,3.265908597,0.773018225,1.052904048,-1.490768569,-0.526891209,0.76214872,0.8980453,0.712152542,1.447908724,0.28859682,0.96874693,1.216138814,1.216138814,-0.058666549,0.622235599,0.975975943,1.24154804,1.008014107,0.278689843,0.590196037,0.516094675,8.730022166,0.617851185,97.70573519,0.408221698,1.183709571,0.401072707,0.658096578,0.213528673,1.309657706,12.49299199,0.731681737,37.76795344,2.207069309,1.129931773,1.019544154,0.924710577,0.746024768,0.938233362,1.561001797,1.133345994,1.743092327,1.659537967,1.183673018,1.143504897
"A2187",1.487385711,1.098977669,1.157290851,2.536567419,1.079657105,0.710042141,4.736109131,1.398976044,1.677589865,2.873707237,0.793485268,1.057203813,-1.494400536,-0.306014865,0.784390268,0.887798594,0.69949818,1.310599919,0.261576101,0.975042804,1.239642343,1.239642343,0.248701572,0.600337125,0.937364995,1.111822657,0.934151666,0.295153661,0.560654957,0.543220311,8.820614532,0.633096554,105.7038927,0.407994206,1.198050548,0.38833834,0.656230503,0.247536136,1.342110407,9.778383203,0.712597935,36.8893839,2.568212493,1.123286862,1.046723172,0.952496938,0.745568538,0.936443791,1.343359983,1.119005435,1.748955661,1.619051138,1.082016358,1.16265667
"A223",1.295173297,1.152865853,1.12060046,2.78499076,1.080688804,0.613987,4.695286378,1.514329342,1.782730699,3.025563545,0.78765778,1.052354377,-1.640982594,-0.390351617,0.762088937,0.873816159,0.718276608,1.376745527,0.28010994,0.974089202,1.194164667,1.194164667,0.084874967,0.591057249,0.985228711,1.214235243,0.900285055,0.262893375,0.559556668,0.573943418,9.452887306,0.665036098,97.33973883,0.383376367,1.202063444,0.360337248,0.655917618,0.184722205,1.312298793,9.668526632,0.758657128,44.77095656,2.345627387,1.028870387,0.999678591,0.966896117,0.725761497,0.95830129,1.52625025,1.085724015,1.794159023,1.621380506,1.166506694,1.163889489
"A2274",1.28882064,1.110744734,1.21224816,2.73304715,1.087765865,0.597192867,4.837446557,1.470862803,1.717311517,2.754795083,0.777911758,1.043544626,-1.903548077,-0.278529663,0.764180031,0.901180507,0.721658377,1.342894311,0.258269537,0.964874701,1.257910741,1.257910741,0.133071958,0.570725264,0.934310923,1.160870709,0.875614731,0.267055501,0.565947506,0.561071701,9.844455944,0.682308256,117.3456981,0.384858205,1.201647572,0.325541299,0.650691598,0.206873193,1.321476863,12.63598919,0.810132363,42.93060592,2.124765498,1.237321904,0.989469198,0.97810226,0.734138349,0.90818809,1.511612295,1.007891848,1.761161464,1.634043893,1.130508251,1.144131478
"A2290",1.473496235,1.132672123,1.111086803,3.309586809,1.081697016,0.599003549,5.171609672,1.427882086,1.762620265,3.081750732,0.779596651,1.050976363,-1.695502057,-0.448756174,NA,0.867897782,0.707577403,1.384108629,0.290159444,0.97357485,1.151599577,1.151599577,0.02420299,0.589495432,0.99714969,1.184926348,0.974716743,0.310632228,0.557696422,0.533351857,11.05556669,0.674431241,113.6664266,0.415039023,1.199904597,0.352840136,0.65296223,0.203503332,1.345436973,9.880468317,0.875348115,49.18100949,2.309361806,1.075864559,1.087569817,0.93783476,0.713873109,0.95649163,1.611461661,1.086060728,1.800381987,1.61127265,1.169627354,1.176384153
"A23",1.215115301,1.132435369,1.08144018,2.803316626,1.078439412,0.569611031,4.994283468,1.437105263,1.746050688,2.964449988,0.786004705,1.046793538,-1.681391458,-0.484669371,0.757443384,0.867044952,0.711870113,1.396461546,0.285301764,0.971393773,1.174997974,1.174997974,-0.047703679,0.596985388,0.96568338,1.192469837,0.856220123,0.306944872,0.564800305,0.52658189,9.380076748,0.652017738,102.8648532,0.417835212,1.195011429,0.358925781,0.655235011,0.17064075,1.339334313,8.148180555,0.749037272,44.01602348,2.153348285,1.06463016,1.069873701,0.938808223,0.704693729,0.962126843,1.647920688,1.083633046,1.75706494,1.608219115,1.170808231,1.162947808
"A242",1.399031517,1.118594378,1.182816108,2.689709694,1.08113443,0.631469925,4.695714655,1.445947916,1.662386082,2.879707879,0.779596651,1.045300785,-1.605738447,-0.436999862,0.759555581,0.889230377,0.721390214,1.353089857,0.269144826,0.966477933,1.231584337,1.231584337,0.087871808,0.586685791,0.917145892,1.146905302,0.922121086,0.278078631,0.578415235,0.531552518,9.246122916,0.644042387,100.1549159,0.405479596,1.188545691,0.363118195,0.658808142,0.213186677,1.332692042,12.08651931,0.754694432,41.04140446,2.354034607,1.094509303,1.028025678,0.929397304,0.725267127,0.924113573,1.554723115,1.080569431,1.716372131,1.632525321,1.156919052,1.155969549
"A258",1.597596766,1.145673688,1.157793029,2.845340203,1.076543428,0.686431616,5.252059496,1.448487813,1.707351658,2.940991795,0.755714964,1.053972212,-1.586129595,-0.34151274,0.76054344,0.900033325,0.694947314,1.353646523,0.277736168,0.968280516,1.215987759,1.215987759,0.207457461,0.603157388,0.994804706,1.160474793,0.985749853,0.283037883,0.568299104,0.544771972,9.328201835,0.655293326,107.130295,0.416077992,1.188295263,0.375605414,0.669355701,0.246178201,1.314535861,11.32805943,0.779812522,40.16133207,2.352682878,1.194978095,1.042684919,0.935362964,0.716673467,0.892449049,1.48644734,1.096823538,1.814693701,1.655115291,1.113768742,1.17002087
"A259",1.384369995,1.147286604,1.116348451,3.036826167,1.085264099,0.566545001,5.233144661,1.479870744,1.800646962,3.204179983,0.784211619,1.047251454,-1.731080147,-0.371621819,0.758547775,0.886767866,0.704150469,1.396875669,0.277338938,0.969003564,1.187308237,1.187308237,0.034145282,0.581168333,1.030394385,1.217787582,0.947199163,0.288869346,0.556511311,0.553580247,10.62175729,0.702538668,123.661977,0.389539981,1.207568992,0.345255053,0.644298522,0.20170771,1.311614586,9.284655384,0.846174754,48.02868805,2.125207464,1.198799373,1.01957273,0.980137064,0.765303227,0.945162856,1.573871444,1.06410841,1.794247244,1.637191273,1.131810183,1.14935965
"A267",1.494505345,1.137497627,1.191783862,2.544525019,1.073699159,0.657977012,4.613922097,1.458621052,1.749784928,3.090610883,0.77590276,1.06815262,-1.751664276,-0.294527438,0.758355817,0.879821072,0.716334764,1.389313717,0.275245891,0.976527084,1.239479494,1.239479494,0.192228285,0.607100608,0.931151159,1.194206393,0.979431588,0.295521611,0.564797045,0.53720209,8.40614808,0.620451538,86.90864121,0.417018435,1.191957362,0.35792997,0.662916132,0.227373806,1.319731004,13.23443144,0.697504915,37.30854415,2.538804927,1.039238546,1.03310113,0.959979976,0.750909847,0.926859081,1.304890097,1.057666132,1.835287623,1.625465923,1.158387723,1.149304849
"A281",1.306477248,1.098575629,1.146288626,2.635137535,1.084829264,0.658167626,4.653390548,1.538652379,1.795538249,2.850962694,0.727963118,1.041019203,-1.467730636,-0.416286868,0.744967204,0.878138142,0.71365232,1.336740028,0.270905813,0.968434818,1.199062883,1.199062883,0.134390784,0.574548803,0.862545347,1.194918162,0.890690685,0.238495732,0.549066481,0.607907831,9.377413182,0.641135279,105.8626669,0.365628551,1.209842134,0.373591748,0.654767095,0.193765095,1.359681466,10.19648169,0.733215104,44.93169355,2.495015204,1.06245593,0.967299855,0.990467693,0.717735466,0.834179492,1.62235096,1.11434997,1.736548371,1.617595296,1.142042888,1.166829796
"A282",1.392437585,1.126355597,1.175134797,2.857128927,1.085167045,0.661857757,4.777499622,1.455367507,1.719336666,2.964449988,0.776919786,1.052484479,-1.512898745,-0.36712997,0.753504508,0.889840704,0.714102014,1.289363511,0.26758276,0.969570793,1.220325364,1.220325364,0.173892257,0.576997901,0.929703281,1.119086735,0.902808602,0.26003548,0.550943428,0.587384654,9.986884856,0.664934158,109.5079724,0.393681639,1.199745921,0.37001234,0.669134208,0.213844646,1.32149104,11.42345578,0.813269819,43.94313072,2.47946178,1.130801031,1.017551097,0.960538814,0.745921077,0.916452415,1.43759066,1.100074826,1.751395163,1.632491709,1.133283986,1.185833128
"A321",1.246456941,1.082859017,1.219760303,2.503609134,1.086158068,0.623008764,4.41082972,1.374257675,1.574418508,2.628619691,0.781659643,1.041540442,-1.282317254,-0.213265232,0.769283379,0.915559206,0.72161031,1.276745789,0.251463387,0.959971174,1.272588218,1.272588218,0.194677637,0.567903185,0.809795364,1.056101774,0.825383755,0.289442667,0.578652861,0.524854317,9.104653679,0.623058388,101.5689329,0.419857824,1.184456819,0.392488868,0.666210901,0.204584201,1.342011041,12.34986339,0.751038037,39.00721092,2.167024811,1.142185587,1.050000452,0.920299013,0.727860922,0.905122541,1.495433633,1.126191321,1.766216067,1.641237906,1.113387344,1.164168957
"A328",1.329117676,1.100824453,1.167950522,2.691946184,1.074850833,0.664398889,5.278719911,1.564572429,1.893903647,2.956266109,0.777388186,1.062365266,-1.781123721,-0.429429737,0.744877292,0.836760368,0.700635374,1.36324742,0.282148478,0.986713718,1.217238539,1.217238539,0.127381153,0.603932793,0.918226528,1.240919929,0.914152658,0.240370629,0.533123129,0.624652882,8.824850324,0.620760251,106.1029417,0.375857388,1.209983438,0.352107978,0.667108025,0.184349259,1.37342773,12.22571905,0.714692507,39.93471917,2.61766582,1.153383236,0.967728,1.015012288,0.70603274,0.936808879,1.402570156,1.058335213,1.775681112,1.579862011,1.128702244,1.170800909
"A334",1.332370529,1.0994197,1.116739101,2.869846533,1.084174875,0.541485845,4.59386881,1.476229658,1.752484224,2.737519049,0.766027334,1.046639834,-1.557778198,-0.476800498,0.78654404,0.875043022,0.715679793,1.337267663,0.273216356,0.971189895,1.205151448,1.205151448,-0.041796091,0.576901017,0.905760486,1.168635703,0.900507787,0.265981471,0.555303322,0.575752457,10.02581685,0.644754829,101.2039951,0.387151282,1.203537507,0.362070683,0.656279452,0.194367128,1.36593641,9.016948827,0.799964274,45.06768556,2.011153699,1.02060381,1.012830928,0.965678089,0.687320238,0.905149289,1.555991959,1.094801412,1.713118521,1.619483737,1.149004482,1.170030642
"A357",1.194736116,1.094921206,1.154527623,2.591848777,1.085527938,0.646152156,4.580577494,1.461138535,1.814542231,2.937822288,0.735612516,1.050025585,-1.314806596,-0.355510066,0.746181387,0.866864922,0.722090411,1.28832733,0.267432318,0.975130343,1.210659086,1.210659086,0.140523212,0.57133968,0.836959864,1.143108991,0.837295215,0.264846569,0.524913757,0.614950525,9.265205223,0.631269526,105.0616468,0.387678451,1.213859738,0.391289543,0.665249455,0.175147064,1.357367844,10.3005389,0.730826039,44.3900632,2.392042864,1.065324197,1.012991458,1.007254865,0.743047405,0.842425405,1.476846262,1.144855329,1.757334979,1.601514943,1.154756475,1.185748617
"A362",1.737334804,1.199028153,1.116498372,3.169223453,1.075072517,0.563894012,6.175126674,1.540875926,1.917509164,3.352935873,0.726203858,1.072554047,-1.80708877,-0.762525205,0.748015231,0.886638925,0.682663663,1.427663162,0.298586218,0.97812859,1.178321631,1.178321631,-0.196205879,0.614562129,1.146335562,1.284847758,1.097756236,0.273394551,0.541494223,0.585367452,10.1620556,0.692715376,131.6972175,0.390323852,1.208926636,0.357011363,0.657501891,0.243918783,1.295613329,10.66447285,0.814416765,45.99929962,2.254762086,1.281871311,1.01059543,0.995129714,0.732840767,0.861234657,1.363897594,1.075936593,1.646230061,1.659235891,1.124719155,1.165355848
"A366",1.238662531,1.101855507,1.178874202,2.67878264,1.079812292,0.651696996,4.474257853,1.465859079,1.734934632,2.800640605,0.798012475,1.057818073,-1.438858339,-0.391664103,0.777008348,0.886173504,0.704889904,1.36340694,0.266474189,0.974125308,1.243393548,1.243393548,0.24130458,0.587229222,0.873156588,1.178806212,0.873450208,0.278866054,0.565075834,0.551998728,9.072296327,0.616601846,90.1572668,0.398249789,1.197514687,0.383682277,0.65654345,0.1815481,1.346462042,11.40884946,0.754292579,38.87680951,2.384892552,1.023788156,1.008034165,0.969997169,0.716769689,0.953994214,1.375823981,1.111512795,1.773300082,1.622154142,1.107589082,1.147614687
"A373",1.713387593,1.154955532,1.164418335,3.113233076,1.079997021,0.593771604,5.33999925,1.535923059,1.822914395,3.316560377,0.750715314,1.064267654,-1.663420827,-0.442540059,0.772255843,0.895590647,0.694880913,1.404446021,0.276018459,0.974142793,1.231895378,1.231895378,0.018974043,0.595827171,1.035632764,1.249148082,1.066153536,0.265093426,0.558270618,0.573186377,10.28324784,0.678866622,114.1957756,0.381559478,1.204328176,0.360677564,0.652488686,0.271434623,1.30303382,11.70014337,0.867848306,42.34478605,2.225122243,1.224001834,0.980501783,0.991945474,0.785864211,0.87971521,1.336710978,1.076408408,1.74350056,1.644835517,1.102646241,1.14422074
"A374",1.653288552,1.142221496,1.133607428,3.054190821,1.076412594,0.54641828,5.297601093,1.534639685,1.878977054,3.189643447,0.767260256,1.064649065,-1.814197425,-0.704195764,0.744946567,0.88061745,0.708758002,1.421376007,0.292030786,0.97603172,1.193652444,1.193652444,-0.21755372,0.605020024,1.020328988,1.271026523,1.062848544,0.272231324,0.54800753,0.57951422,9.975704074,0.666219013,107.7560506,0.386381555,1.207862136,0.352403313,0.653543111,0.236521229,1.340606064,11.06401768,0.7994526,44.79900057,2.146957838,1.100896459,1.004621072,0.989252317,0.723423843,0.930756288,1.425723416,1.06907731,1.658810513,1.649585943,1.176618861,1.159375483
"A378",1.689912767,1.144701468,1.105743751,3.056044897,1.073086094,0.577480131,5.908568546,1.474796469,1.854399863,3.104495059,0.756298035,1.059336749,-1.70283713,-0.553383786,0.734322233,0.874909817,0.700057452,1.4024637,0.294693119,0.976374949,1.171506733,1.171506733,-0.059513481,0.614011192,1.024358051,1.231498076,0.955779613,0.299048527,0.542715549,0.561234537,9.879029402,0.65051084,122.2544031,0.413302977,1.201977752,0.36765148,0.663533764,0.241995842,1.34162607,9.848992818,0.798426599,43.04591263,2.295655175,1.245098035,1.051857071,0.973373192,0.703616812,0.913330086,1.505230424,1.092841908,1.755547752,1.642344847,1.16130785,1.171342919
"A379",1.172075633,1.056274276,1.18830437,2.008377853,1.079971891,0.740904088,4.198761983,1.407280593,1.583567212,2.31472398,0.802152398,1.063927306,-1.241337083,-0.111695759,0.775072786,0.900693715,0.720936829,1.291752741,0.253944359,0.970186141,1.255672088,1.255672088,0.396238171,0.569525203,0.699265895,1.078010693,0.803199024,0.272630252,0.585257164,0.531226508,8.087475342,0.520859115,92.6899965,0.407173364,1.185031374,0.402538232,0.66316548,0.184805231,1.34332569,10.91017349,0.652377084,35.40848309,2.706041858,1.055621643,1.027512635,0.919675718,0.648538341,0.945810483,1.249666429,1.142821781,1.844854619,1.627830898,1.119348081,1.161125777
"A380",1.486531677,1.088134398,1.208885229,2.61612784,1.084168468,0.543468078,4.52826095,1.426255042,1.714444666,2.922550357,0.783176047,1.05123238,-1.545594869,-0.320146118,0.764942865,0.856387608,0.706658187,1.345961301,0.26363034,0.977706383,1.26000179,1.26000179,0.030340777,0.5754805,0.846428671,1.147043411,0.949273447,0.296697652,0.560573702,0.541638318,9.25494462,0.631564166,100.284178,0.404405767,1.199720114,0.366588252,0.652887962,0.249648356,1.359446556,12.93868909,0.749441939,41.74266492,1.927198122,1.084582991,1.032840033,0.966321818,0.75304183,0.924390233,1.443031126,1.087764869,1.760636137,1.584468628,1.10572862,1.150817083
"A383",1.358154992,1.14800761,1.181621808,2.462040462,1.07543281,0.659915371,4.316994463,1.503146159,1.803833305,3.03207307,0.763552286,1.058640381,-1.595826501,-0.392467372,0.7620979,0.872018471,0.703435953,1.359420942,0.276474333,0.978596662,1.230472776,1.230472776,0.150055024,0.600965658,0.906808039,1.195637338,0.918788382,0.26401464,0.549859886,0.582289167,8.30081716,0.62000458,84.50914832,0.395865964,1.200358285,0.372772783,0.666776703,0.197196222,1.310554763,12.65854989,0.672419877,38.91600765,2.554022662,0.970377099,1.002057754,0.983799773,0.73578284,0.905541769,1.41907305,1.092157462,1.776268801,1.618809869,1.125228805,1.165117045
"A386",1.365306802,1.116552589,1.175500093,2.876253353,1.080548198,0.603159411,4.822146013,1.406032002,1.694485354,2.888413485,0.761728684,1.053981347,-1.242445554,-0.434255493,0.779460925,0.88641987,0.716149797,1.326439522,0.266137516,0.972725424,1.246733772,1.246733772,0.03250537,0.580556607,0.875741353,1.127355206,0.905256936,0.300620596,0.55977128,0.539285795,9.524206941,0.59466367,102.7865166,0.416925269,1.19500768,0.407870443,0.661085676,0.208239072,1.330727842,11.14311882,0.785708836,39.15446373,2.170175311,1.123472527,1.055041729,0.95074758,0.726991101,0.885983041,1.41177903,1.160407678,1.695257548,1.621104447,1.132545146,1.163538775
"A390",1.346899597,1.156215712,1.141673891,2.797828542,1.08272101,0.557801541,5.064513308,1.438544889,1.698083796,3.123284244,0.775475214,1.054626111,-1.495313103,-0.337626472,0.756017096,0.898546227,0.70469502,1.336371918,0.276419504,0.968950496,1.201615948,1.201615948,0.04093814,0.586376154,0.975606027,1.142289517,0.90146532,0.281385197,0.566215486,0.547331264,9.605323748,0.677311868,113.5767021,0.407675852,1.19310053,0.378185534,0.662573835,0.194080927,1.300484922,10.3770963,0.768159864,45.06341618,2.075773664,1.151196239,1.047755798,0.932616558,0.755770327,0.927263426,1.468401045,1.116200372,1.811011202,1.650251893,1.136448841,1.175613675
"A392",1.504927698,1.177184451,1.158995694,2.935123439,1.078185305,0.561379123,5.313539172,1.403161374,1.72594842,2.989470013,0.719780791,1.055878242,-1.594345235,-0.575780352,0.757024528,0.898080537,0.705147732,1.347882356,0.28105681,0.969076175,1.218672002,1.218672002,-0.103342035,0.601672815,1.051381328,1.143505573,0.961340279,0.312707756,0.555071759,0.534354311,9.708702844,0.683958631,110.6627045,0.43449211,1.191148508,0.373614859,0.670125084,0.220704957,1.285846592,11.74572859,0.799317792,42.64559444,2.122205314,1.187129023,1.086416319,0.938159149,0.717697542,0.83144069,1.480211078,1.09898367,1.683937353,1.655752805,1.145254349,1.17771269
"A4802",1.332514949,1.071066966,1.177572124,2.479654255,1.086186873,0.678320428,3.978875339,1.398580541,1.676623546,2.568508003,0.784385731,1.039297445,-1.201348823,NA,0.772206988,0.86513235,0.73907562,1.265907403,0.25465731,0.971193238,1.246755559,1.246755559,0.420774423,0.562597095,0.7949572,1.083255053,0.863423193,0.279732679,0.551355302,0.570502536,8.873496764,0.585154891,84.85797165,0.403504762,1.200403804,0.401452152,0.664082327,0.225003836,1.371355274,10.06763372,0.717775455,39.51512523,2.410523556,0.950732109,1.031954723,0.967728556,0.690128578,0.906264227,1.53017579,1.150510975,NA,1.591536343,1.163445551,1.172958235
